year,month,state,type_of_producer,energy_source,generation_mwh,date
2008,12,DC,Total Electric Power Industry,Petroleum,0,2008-12-01
2008,12,DC,Total Electric Power Industry,Total,0,2008-12-01
2008,12,DC,"Electric Generators, Independent Power Producers",Petroleum,0,2008-12-01
2008,12,DC,"Electric Generators, Independent Power Producers",Total,0,2008-12-01
2009,1,DC,Total Electric Power Industry,Petroleum,5803,2009-01-01
2009,1,DC,Total Electric Power Industry,Total,5803,2009-01-01
2009,1,DC,"Electric Generators, Independent Power Producers",Petroleum,5803,2009-01-01
2009,1,DC,"Electric Generators, Independent Power Producers",Total,5803,2009-01-01
2009,2,DC,Total Electric Power Industry,Petroleum,2875,2009-02-01
2009,2,DC,Total Electric Power Industry,Total,2875,2009-02-01
2009,2,DC,"Electric Generators, Independent Power Producers",Petroleum,2875,2009-02-01
2009,2,DC,"Electric Generators, Independent Power Producers",Total,2875,2009-02-01
2009,3,DC,Total Electric Power Industry,Petroleum,0,2009-03-01
2009,3,DC,Total Electric Power Industry,Total,0,2009-03-01
2009,3,DC,"Electric Generators, Independent Power Producers",Petroleum,0,2009-03-01
2009,3,DC,"Electric Generators, Independent Power Producers",Total,0,2009-03-01
2009,4,DC,Total Electric Power Industry,Petroleum,581,2009-04-01
2009,4,DC,Total Electric Power Industry,Total,581,2009-04-01
2009,4,DC,"Electric Generators, Independent Power Producers",Petroleum,581,2009-04-01
2009,4,DC,"Electric Generators, Independent Power Producers",Total,581,2009-04-01
2009,5,DC,Total Electric Power Industry,Petroleum,183,2009-05-01
2009,5,DC,Total Electric Power Industry,Total,183,2009-05-01
2009,5,DC,"Electric Generators, Independent Power Producers",Petroleum,183,2009-05-01
2009,5,DC,"Electric Generators, Independent Power Producers",Total,183,2009-05-01
2009,6,DC,Total Electric Power Industry,Petroleum,7917,2009-06-01
2009,6,DC,Total Electric Power Industry,Total,7917,2009-06-01
2009,6,DC,"Electric Generators, Independent Power Producers",Petroleum,7917,2009-06-01
2009,6,DC,"Electric Generators, Independent Power Producers",Total,7917,2009-06-01
2009,7,DC,Total Electric Power Industry,Petroleum,6057,2009-07-01
2009,7,DC,Total Electric Power Industry,Total,6057,2009-07-01
2009,7,DC,"Electric Generators, Independent Power Producers",Petroleum,6057,2009-07-01
2009,7,DC,"Electric Generators, Independent Power Producers",Total,6057,2009-07-01
2009,8,DC,Total Electric Power Industry,Petroleum,11677,2009-08-01
2009,8,DC,Total Electric Power Industry,Total,11677,2009-08-01
2009,8,DC,"Electric Generators, Independent Power Producers",Petroleum,11677,2009-08-01
2009,8,DC,"Electric Generators, Independent Power Producers",Total,11677,2009-08-01
2009,9,DC,Total Electric Power Industry,Petroleum,0,2009-09-01
2009,9,DC,Total Electric Power Industry,Total,0,2009-09-01
2009,9,DC,"Electric Generators, Independent Power Producers",Petroleum,0,2009-09-01
2009,9,DC,"Electric Generators, Independent Power Producers",Total,0,2009-09-01
2009,10,DC,Total Electric Power Industry,Petroleum,0,2009-10-01
2009,10,DC,Total Electric Power Industry,Total,0,2009-10-01
2009,10,DC,"Electric Generators, Independent Power Producers",Petroleum,0,2009-10-01
2009,10,DC,"Electric Generators, Independent Power Producers",Total,0,2009-10-01
2009,11,DC,Total Electric Power Industry,Petroleum,0,2009-11-01
2009,11,DC,Total Electric Power Industry,Total,0,2009-11-01
2009,11,DC,"Electric Generators, Independent Power Producers",Petroleum,0,2009-11-01
2009,11,DC,"Electric Generators, Independent Power Producers",Total,0,2009-11-01
2009,12,DC,Total Electric Power Industry,Petroleum,406,2009-12-01
2009,12,DC,Total Electric Power Industry,Total,406,2009-12-01
2009,12,DC,"Electric Generators, Independent Power Producers",Petroleum,406,2009-12-01
2009,12,DC,"Electric Generators, Independent Power Producers",Total,406,2009-12-01
2010,1,DC,Total Electric Power Industry,Petroleum,0,2010-01-01
2010,1,DC,Total Electric Power Industry,Total,0,2010-01-01
2010,1,DC,"Electric Generators, Independent Power Producers",Petroleum,0,2010-01-01
2010,1,DC,"Electric Generators, Independent Power Producers",Total,0,2010-01-01
2010,2,DC,Total Electric Power Industry,Petroleum,0,2010-02-01
2010,2,DC,Total Electric Power Industry,Total,0,2010-02-01
2010,2,DC,"Electric Generators, Independent Power Producers",Petroleum,0,2010-02-01
2010,2,DC,"Electric Generators, Independent Power Producers",Total,0,2010-02-01
2010,3,DC,Total Electric Power Industry,Petroleum,2326,2010-03-01
2010,3,DC,Total Electric Power Industry,Total,2326,2010-03-01
2010,3,DC,"Electric Generators, Independent Power Producers",Petroleum,2326,2010-03-01
2010,3,DC,"Electric Generators, Independent Power Producers",Total,2326,2010-03-01
2010,4,DC,Total Electric Power Industry,Petroleum,805,2010-04-01
2010,4,DC,Total Electric Power Industry,Total,805,2010-04-01
2010,4,DC,"Electric Generators, Independent Power Producers",Petroleum,805,2010-04-01
2010,4,DC,"Electric Generators, Independent Power Producers",Total,805,2010-04-01
2010,5,DC,Total Electric Power Industry,Petroleum,23925,2010-05-01
2010,5,DC,Total Electric Power Industry,Total,23925,2010-05-01
2010,5,DC,"Electric Generators, Independent Power Producers",Petroleum,23925,2010-05-01
2010,5,DC,"Electric Generators, Independent Power Producers",Total,23925,2010-05-01
2010,6,DC,Total Electric Power Industry,Petroleum,74421,2010-06-01
2010,6,DC,Total Electric Power Industry,Total,74421,2010-06-01
2010,6,DC,"Electric Generators, Independent Power Producers",Petroleum,74421,2010-06-01
2010,6,DC,"Electric Generators, Independent Power Producers",Total,74421,2010-06-01
2010,7,DC,Total Electric Power Industry,Petroleum,50938,2010-07-01
2010,7,DC,Total Electric Power Industry,Total,50938,2010-07-01
2010,7,DC,"Electric Generators, Independent Power Producers",Petroleum,50938,2010-07-01
2010,7,DC,"Electric Generators, Independent Power Producers",Total,50938,2010-07-01
2010,8,DC,Total Electric Power Industry,Petroleum,23994,2010-08-01
2010,8,DC,Total Electric Power Industry,Total,23994,2010-08-01
2010,8,DC,"Electric Generators, Independent Power Producers",Petroleum,23994,2010-08-01
2010,8,DC,"Electric Generators, Independent Power Producers",Total,23994,2010-08-01
2010,9,DC,Total Electric Power Industry,Petroleum,14703,2010-09-01
2010,9,DC,Total Electric Power Industry,Total,14703,2010-09-01
2010,9,DC,"Electric Generators, Independent Power Producers",Petroleum,14703,2010-09-01
2010,9,DC,"Electric Generators, Independent Power Producers",Total,14703,2010-09-01
2010,10,DC,Total Electric Power Industry,Petroleum,3376,2010-10-01
2010,10,DC,Total Electric Power Industry,Total,3376,2010-10-01
2010,10,DC,"Electric Generators, Independent Power Producers",Petroleum,3376,2010-10-01
2010,10,DC,"Electric Generators, Independent Power Producers",Total,3376,2010-10-01
2010,11,DC,Total Electric Power Industry,Petroleum,0,2010-11-01
2010,11,DC,Total Electric Power Industry,Total,0,2010-11-01
2010,11,DC,"Electric Generators, Independent Power Producers",Petroleum,0,2010-11-01
2010,11,DC,"Electric Generators, Independent Power Producers",Total,0,2010-11-01
2010,12,DC,Total Electric Power Industry,Petroleum,5370,2010-12-01
2010,12,DC,Total Electric Power Industry,Total,5370,2010-12-01
2010,12,DC,"Electric Generators, Independent Power Producers",Petroleum,5370,2010-12-01
2010,12,DC,"Electric Generators, Independent Power Producers",Total,5370,2010-12-01
2011,1,DC,"Electric Generators, Electric Utilities",Natural Gas,4810.22,2011-01-01
2011,1,DC,"Electric Generators, Electric Utilities",Total,4810.22,2011-01-01
2011,1,DC,"Electric Generators, Independent Power Producers",Petroleum,1950,2011-01-01
2011,1,DC,"Electric Generators, Independent Power Producers",Total,1950,2011-01-01
2011,1,DC,Total Electric Power Industry,Natural Gas,4810.22,2011-01-01
2011,1,DC,Total Electric Power Industry,Petroleum,1950,2011-01-01
2011,1,DC,Total Electric Power Industry,Total,6760.22,2011-01-01
2011,2,DC,"Electric Generators, Electric Utilities",Natural Gas,4250.41,2011-02-01
2011,2,DC,"Electric Generators, Electric Utilities",Total,4250.41,2011-02-01
2011,2,DC,Total Electric Power Industry,Natural Gas,4250.41,2011-02-01
2011,2,DC,Total Electric Power Industry,Total,4250.41,2011-02-01
2011,3,DC,"Electric Generators, Electric Utilities",Natural Gas,4925.37,2011-03-01
2011,3,DC,"Electric Generators, Electric Utilities",Total,4925.37,2011-03-01
2011,3,DC,Total Electric Power Industry,Natural Gas,4925.37,2011-03-01
2011,3,DC,Total Electric Power Industry,Total,4925.37,2011-03-01
2011,4,DC,"Electric Generators, Electric Utilities",Natural Gas,5488.93,2011-04-01
2011,4,DC,"Electric Generators, Electric Utilities",Total,5488.93,2011-04-01
2011,4,DC,Total Electric Power Industry,Natural Gas,5488.93,2011-04-01
2011,4,DC,Total Electric Power Industry,Total,5488.93,2011-04-01
2011,5,DC,"Electric Generators, Electric Utilities",Natural Gas,5835.1,2011-05-01
2011,5,DC,"Electric Generators, Electric Utilities",Total,5835.1,2011-05-01
2011,5,DC,"Electric Generators, Independent Power Producers",Petroleum,3321,2011-05-01
2011,5,DC,"Electric Generators, Independent Power Producers",Total,3321,2011-05-01
2011,5,DC,Total Electric Power Industry,Natural Gas,5835.1,2011-05-01
2011,5,DC,Total Electric Power Industry,Petroleum,3321,2011-05-01
2011,5,DC,Total Electric Power Industry,Total,9156.1,2011-05-01
2011,6,DC,"Electric Generators, Electric Utilities",Natural Gas,6857.07,2011-06-01
2011,6,DC,"Electric Generators, Electric Utilities",Total,6857.07,2011-06-01
2011,6,DC,"Electric Generators, Independent Power Producers",Petroleum,24421,2011-06-01
2011,6,DC,"Electric Generators, Independent Power Producers",Total,24421,2011-06-01
2011,6,DC,Total Electric Power Industry,Natural Gas,6857.07,2011-06-01
2011,6,DC,Total Electric Power Industry,Petroleum,24421,2011-06-01
2011,6,DC,Total Electric Power Industry,Total,31278.07,2011-06-01
2011,7,DC,"Electric Generators, Electric Utilities",Natural Gas,7808.99,2011-07-01
2011,7,DC,"Electric Generators, Electric Utilities",Total,7808.99,2011-07-01
2011,7,DC,"Electric Generators, Independent Power Producers",Petroleum,72812,2011-07-01
2011,7,DC,"Electric Generators, Independent Power Producers",Total,72812,2011-07-01
2011,7,DC,Total Electric Power Industry,Natural Gas,7808.99,2011-07-01
2011,7,DC,Total Electric Power Industry,Petroleum,72812,2011-07-01
2011,7,DC,Total Electric Power Industry,Total,80620.99,2011-07-01
2011,8,DC,"Electric Generators, Electric Utilities",Natural Gas,7827.51,2011-08-01
2011,8,DC,"Electric Generators, Electric Utilities",Total,7827.51,2011-08-01
2011,8,DC,"Electric Generators, Independent Power Producers",Petroleum,25042,2011-08-01
2011,8,DC,"Electric Generators, Independent Power Producers",Total,25042,2011-08-01
2011,8,DC,Total Electric Power Industry,Natural Gas,7827.51,2011-08-01
2011,8,DC,Total Electric Power Industry,Petroleum,25042,2011-08-01
2011,8,DC,Total Electric Power Industry,Total,32869.51,2011-08-01
2011,9,DC,"Electric Generators, Electric Utilities",Natural Gas,6691.12,2011-09-01
2011,9,DC,"Electric Generators, Electric Utilities",Total,6691.12,2011-09-01
2011,9,DC,"Electric Generators, Independent Power Producers",Petroleum,2129,2011-09-01
2011,9,DC,"Electric Generators, Independent Power Producers",Total,2129,2011-09-01
2011,9,DC,Total Electric Power Industry,Natural Gas,6691.12,2011-09-01
2011,9,DC,Total Electric Power Industry,Petroleum,2129,2011-09-01
2011,9,DC,Total Electric Power Industry,Total,8820.12,2011-09-01
2011,10,DC,"Electric Generators, Electric Utilities",Natural Gas,5923.34,2011-10-01
2011,10,DC,"Electric Generators, Electric Utilities",Total,5923.34,2011-10-01
2011,10,DC,Total Electric Power Industry,Natural Gas,5923.34,2011-10-01
2011,10,DC,Total Electric Power Industry,Total,5923.34,2011-10-01
2011,11,DC,"Electric Generators, Electric Utilities",Natural Gas,5143.64,2011-11-01
2011,11,DC,"Electric Generators, Electric Utilities",Total,5143.64,2011-11-01
2011,11,DC,Total Electric Power Industry,Natural Gas,5143.64,2011-11-01
2011,11,DC,Total Electric Power Industry,Total,5143.64,2011-11-01
2011,12,DC,"Electric Generators, Electric Utilities",Natural Gas,5637.26,2011-12-01
2011,12,DC,"Electric Generators, Electric Utilities",Total,5637.26,2011-12-01
2011,12,DC,Total Electric Power Industry,Natural Gas,5637.26,2011-12-01
2011,12,DC,Total Electric Power Industry,Total,5637.26,2011-12-01
2012,1,DC,Total Electric Power Industry,Total,5384.25,2012-01-01
2012,1,DC,Total Electric Power Industry,Natural Gas,4483.25,2012-01-01
2012,1,DC,Total Electric Power Industry,Petroleum,901,2012-01-01
2012,1,DC,"Electric Generators, Independent Power Producers",Total,901,2012-01-01
2012,1,DC,"Electric Generators, Independent Power Producers",Petroleum,901,2012-01-01
2012,1,DC,"Combined Heat and Power, Commercial Power",Total,4483.25,2012-01-01
2012,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4483.25,2012-01-01
2012,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2012-01-01
2012,2,DC,Total Electric Power Industry,Total,4383.7,2012-02-01
2012,2,DC,Total Electric Power Industry,Natural Gas,4383.7,2012-02-01
2012,2,DC,Total Electric Power Industry,Petroleum,0,2012-02-01
2012,2,DC,"Electric Generators, Independent Power Producers",Total,0,2012-02-01
2012,2,DC,"Electric Generators, Independent Power Producers",Petroleum,0,2012-02-01
2012,2,DC,"Combined Heat and Power, Commercial Power",Total,4383.7,2012-02-01
2012,2,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4383.7,2012-02-01
2012,2,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2012-02-01
2012,3,DC,Total Electric Power Industry,Total,4809.81,2012-03-01
2012,3,DC,Total Electric Power Industry,Natural Gas,4809.81,2012-03-01
2012,3,DC,Total Electric Power Industry,Petroleum,0,2012-03-01
2012,3,DC,"Electric Generators, Independent Power Producers",Total,0,2012-03-01
2012,3,DC,"Electric Generators, Independent Power Producers",Petroleum,0,2012-03-01
2012,3,DC,"Combined Heat and Power, Commercial Power",Total,4809.81,2012-03-01
2012,3,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4809.81,2012-03-01
2012,3,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2012-03-01
2012,4,DC,Total Electric Power Industry,Total,7159.31,2012-04-01
2012,4,DC,Total Electric Power Industry,Natural Gas,4768.31,2012-04-01
2012,4,DC,Total Electric Power Industry,Petroleum,2391,2012-04-01
2012,4,DC,"Electric Generators, Independent Power Producers",Total,2391,2012-04-01
2012,4,DC,"Electric Generators, Independent Power Producers",Petroleum,2391,2012-04-01
2012,4,DC,"Combined Heat and Power, Commercial Power",Total,4768.31,2012-04-01
2012,4,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4768.31,2012-04-01
2012,4,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2012-04-01
2012,5,DC,Total Electric Power Industry,Total,11852.02,2012-05-01
2012,5,DC,Total Electric Power Industry,Natural Gas,5745.02,2012-05-01
2012,5,DC,Total Electric Power Industry,Petroleum,6107,2012-05-01
2012,5,DC,"Electric Generators, Independent Power Producers",Total,6107,2012-05-01
2012,5,DC,"Electric Generators, Independent Power Producers",Petroleum,6107,2012-05-01
2012,5,DC,"Combined Heat and Power, Commercial Power",Total,5745.02,2012-05-01
2012,5,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5745.02,2012-05-01
2012,5,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2012-05-01
2012,6,DC,Total Electric Power Industry,Total,5723.04,2012-06-01
2012,6,DC,Total Electric Power Industry,Natural Gas,5723.04,2012-06-01
2012,6,DC,Total Electric Power Industry,Petroleum,0,2012-06-01
2012,6,DC,"Combined Heat and Power, Commercial Power",Total,5723.04,2012-06-01
2012,6,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5723.04,2012-06-01
2012,6,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2012-06-01
2012,7,DC,Total Electric Power Industry,Total,6744.97,2012-07-01
2012,7,DC,Total Electric Power Industry,Natural Gas,6744.97,2012-07-01
2012,7,DC,Total Electric Power Industry,Petroleum,0,2012-07-01
2012,7,DC,"Combined Heat and Power, Commercial Power",Total,6744.97,2012-07-01
2012,7,DC,"Combined Heat and Power, Commercial Power",Natural Gas,6744.97,2012-07-01
2012,7,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2012-07-01
2012,8,DC,Total Electric Power Industry,Total,6238.7,2012-08-01
2012,8,DC,Total Electric Power Industry,Natural Gas,6238.7,2012-08-01
2012,8,DC,Total Electric Power Industry,Petroleum,0,2012-08-01
2012,8,DC,"Combined Heat and Power, Commercial Power",Total,6238.7,2012-08-01
2012,8,DC,"Combined Heat and Power, Commercial Power",Natural Gas,6238.7,2012-08-01
2012,8,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2012-08-01
2012,9,DC,Total Electric Power Industry,Total,5680.72,2012-09-01
2012,9,DC,Total Electric Power Industry,Natural Gas,5680.72,2012-09-01
2012,9,DC,Total Electric Power Industry,Petroleum,0,2012-09-01
2012,9,DC,"Combined Heat and Power, Commercial Power",Total,5680.72,2012-09-01
2012,9,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5680.72,2012-09-01
2012,9,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2012-09-01
2012,10,DC,Total Electric Power Industry,Total,4920.87,2012-10-01
2012,10,DC,Total Electric Power Industry,Natural Gas,4920.87,2012-10-01
2012,10,DC,Total Electric Power Industry,Petroleum,0,2012-10-01
2012,10,DC,"Combined Heat and Power, Commercial Power",Total,4920.87,2012-10-01
2012,10,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4920.87,2012-10-01
2012,10,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2012-10-01
2012,11,DC,Total Electric Power Industry,Total,4141.74,2012-11-01
2012,11,DC,Total Electric Power Industry,Natural Gas,4141.74,2012-11-01
2012,11,DC,Total Electric Power Industry,Petroleum,0,2012-11-01
2012,11,DC,"Combined Heat and Power, Commercial Power",Total,4141.74,2012-11-01
2012,11,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4141.74,2012-11-01
2012,11,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2012-11-01
2012,12,DC,Total Electric Power Industry,Total,4747.65,2012-12-01
2012,12,DC,Total Electric Power Industry,Natural Gas,4747.65,2012-12-01
2012,12,DC,Total Electric Power Industry,Petroleum,0,2012-12-01
2012,12,DC,"Combined Heat and Power, Commercial Power",Total,4747.65,2012-12-01
2012,12,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4747.65,2012-12-01
2012,12,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2012-12-01
2013,1,DC,Total Electric Power Industry,Total,5047.78,2013-01-01
2013,1,DC,Total Electric Power Industry,Natural Gas,5047.78,2013-01-01
2013,1,DC,Total Electric Power Industry,Petroleum,0,2013-01-01
2013,1,DC,"Combined Heat and Power, Commercial Power",Total,5047.78,2013-01-01
2013,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5047.78,2013-01-01
2013,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2013-01-01
2013,2,DC,Total Electric Power Industry,Total,5047.02,2013-02-01
2013,2,DC,Total Electric Power Industry,Natural Gas,5047.02,2013-02-01
2013,2,DC,Total Electric Power Industry,Petroleum,0,2013-02-01
2013,2,DC,"Combined Heat and Power, Commercial Power",Total,5047.02,2013-02-01
2013,2,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5047.02,2013-02-01
2013,2,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2013-02-01
2013,3,DC,Total Electric Power Industry,Total,5107.3,2013-03-01
2013,3,DC,Total Electric Power Industry,Natural Gas,5107.3,2013-03-01
2013,3,DC,Total Electric Power Industry,Petroleum,0,2013-03-01
2013,3,DC,"Combined Heat and Power, Commercial Power",Total,5107.3,2013-03-01
2013,3,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5107.3,2013-03-01
2013,3,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2013-03-01
2013,4,DC,Total Electric Power Industry,Total,4990.6,2013-04-01
2013,4,DC,Total Electric Power Industry,Natural Gas,4990.6,2013-04-01
2013,4,DC,Total Electric Power Industry,Petroleum,0,2013-04-01
2013,4,DC,"Combined Heat and Power, Commercial Power",Total,4990.6,2013-04-01
2013,4,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4990.6,2013-04-01
2013,4,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2013-04-01
2013,5,DC,Total Electric Power Industry,Total,5336.05,2013-05-01
2013,5,DC,Total Electric Power Industry,Natural Gas,5336.05,2013-05-01
2013,5,DC,Total Electric Power Industry,Petroleum,0,2013-05-01
2013,5,DC,"Combined Heat and Power, Commercial Power",Total,5336.05,2013-05-01
2013,5,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5336.05,2013-05-01
2013,5,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2013-05-01
2013,6,DC,Total Electric Power Industry,Total,5967.59,2013-06-01
2013,6,DC,Total Electric Power Industry,Natural Gas,5967.59,2013-06-01
2013,6,DC,Total Electric Power Industry,Petroleum,0,2013-06-01
2013,6,DC,"Combined Heat and Power, Commercial Power",Total,5967.59,2013-06-01
2013,6,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5967.59,2013-06-01
2013,6,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2013-06-01
2013,7,DC,Total Electric Power Industry,Total,6420.78,2013-07-01
2013,7,DC,Total Electric Power Industry,Natural Gas,6420.78,2013-07-01
2013,7,DC,Total Electric Power Industry,Petroleum,0,2013-07-01
2013,7,DC,"Combined Heat and Power, Commercial Power",Total,6420.78,2013-07-01
2013,7,DC,"Combined Heat and Power, Commercial Power",Natural Gas,6420.78,2013-07-01
2013,7,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2013-07-01
2013,8,DC,Total Electric Power Industry,Total,6690.03,2013-08-01
2013,8,DC,Total Electric Power Industry,Natural Gas,6690.03,2013-08-01
2013,8,DC,Total Electric Power Industry,Petroleum,0,2013-08-01
2013,8,DC,"Combined Heat and Power, Commercial Power",Total,6690.03,2013-08-01
2013,8,DC,"Combined Heat and Power, Commercial Power",Natural Gas,6690.03,2013-08-01
2013,8,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2013-08-01
2013,9,DC,Total Electric Power Industry,Total,6046.5,2013-09-01
2013,9,DC,Total Electric Power Industry,Natural Gas,6046.5,2013-09-01
2013,9,DC,Total Electric Power Industry,Petroleum,0,2013-09-01
2013,9,DC,"Combined Heat and Power, Commercial Power",Total,6046.5,2013-09-01
2013,9,DC,"Combined Heat and Power, Commercial Power",Natural Gas,6046.5,2013-09-01
2013,9,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2013-09-01
2013,10,DC,Total Electric Power Industry,Total,5590.04,2013-10-01
2013,10,DC,Total Electric Power Industry,Natural Gas,5590.04,2013-10-01
2013,10,DC,Total Electric Power Industry,Petroleum,0,2013-10-01
2013,10,DC,"Combined Heat and Power, Commercial Power",Total,5590.04,2013-10-01
2013,10,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5590.04,2013-10-01
2013,10,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2013-10-01
2013,11,DC,Total Electric Power Industry,Total,4814.12,2013-11-01
2013,11,DC,Total Electric Power Industry,Natural Gas,4814.12,2013-11-01
2013,11,DC,Total Electric Power Industry,Petroleum,0,2013-11-01
2013,11,DC,"Combined Heat and Power, Commercial Power",Total,4814.12,2013-11-01
2013,11,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4814.12,2013-11-01
2013,11,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2013-11-01
2013,12,DC,Total Electric Power Industry,Total,4794.28,2013-12-01
2013,12,DC,Total Electric Power Industry,Natural Gas,4794.28,2013-12-01
2013,12,DC,Total Electric Power Industry,Petroleum,0,2013-12-01
2013,12,DC,"Combined Heat and Power, Commercial Power",Total,4794.28,2013-12-01
2013,12,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4794.28,2013-12-01
2013,12,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2013-12-01
2014,1,DC,Total Electric Power Industry,Total,5009.12,2014-01-01
2014,1,DC,Total Electric Power Industry,Natural Gas,5009.12,2014-01-01
2014,1,DC,Total Electric Power Industry,Petroleum,0,2014-01-01
2014,1,DC,"Combined Heat and Power, Commercial Power",Total,5009.12,2014-01-01
2014,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5009.12,2014-01-01
2014,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2014-01-01
2014,2,DC,Total Electric Power Industry,Total,5087.08,2014-02-01
2014,2,DC,Total Electric Power Industry,Natural Gas,5087.08,2014-02-01
2014,2,DC,Total Electric Power Industry,Petroleum,0,2014-02-01
2014,2,DC,"Combined Heat and Power, Commercial Power",Total,5087.08,2014-02-01
2014,2,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5087.08,2014-02-01
2014,2,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2014-02-01
2014,3,DC,Total Electric Power Industry,Total,5556.82,2014-03-01
2014,3,DC,Total Electric Power Industry,Natural Gas,5556.82,2014-03-01
2014,3,DC,Total Electric Power Industry,Petroleum,0,2014-03-01
2014,3,DC,"Combined Heat and Power, Commercial Power",Total,5556.82,2014-03-01
2014,3,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5556.82,2014-03-01
2014,3,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2014-03-01
2014,4,DC,Total Electric Power Industry,Total,5125.09,2014-04-01
2014,4,DC,Total Electric Power Industry,Natural Gas,5125.09,2014-04-01
2014,4,DC,Total Electric Power Industry,Petroleum,0,2014-04-01
2014,4,DC,"Combined Heat and Power, Commercial Power",Total,5125.09,2014-04-01
2014,4,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5125.09,2014-04-01
2014,4,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2014-04-01
2014,5,DC,Total Electric Power Industry,Total,5346.6,2014-05-01
2014,5,DC,Total Electric Power Industry,Natural Gas,5346.6,2014-05-01
2014,5,DC,Total Electric Power Industry,Petroleum,0,2014-05-01
2014,5,DC,"Combined Heat and Power, Commercial Power",Total,5346.6,2014-05-01
2014,5,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5346.6,2014-05-01
2014,5,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2014-05-01
2014,6,DC,Total Electric Power Industry,Total,5610.67,2014-06-01
2014,6,DC,Total Electric Power Industry,Natural Gas,5610.67,2014-06-01
2014,6,DC,Total Electric Power Industry,Petroleum,0,2014-06-01
2014,6,DC,"Combined Heat and Power, Commercial Power",Total,5610.67,2014-06-01
2014,6,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5610.67,2014-06-01
2014,6,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2014-06-01
2014,7,DC,Total Electric Power Industry,Total,6047.25,2014-07-01
2014,7,DC,Total Electric Power Industry,Natural Gas,6047.25,2014-07-01
2014,7,DC,Total Electric Power Industry,Petroleum,0,2014-07-01
2014,7,DC,"Combined Heat and Power, Commercial Power",Total,6047.25,2014-07-01
2014,7,DC,"Combined Heat and Power, Commercial Power",Natural Gas,6047.25,2014-07-01
2014,7,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2014-07-01
2014,8,DC,Total Electric Power Industry,Total,5983.82,2014-08-01
2014,8,DC,Total Electric Power Industry,Natural Gas,5983.82,2014-08-01
2014,8,DC,Total Electric Power Industry,Petroleum,0,2014-08-01
2014,8,DC,"Combined Heat and Power, Commercial Power",Total,5983.82,2014-08-01
2014,8,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5983.82,2014-08-01
