year,month,state,type_of_producer,energy_source,generation_mwh,date
2018,4,DC,Total Electric Power Industry,Petroleum,0,2018-04-01
2018,4,DC,Total Electric Power Industry,Other Biomass,5107,2018-04-01
2018,4,DC,"Combined Heat and Power, Commercial Power",Total,9549,2018-04-01
2018,4,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4442,2018-04-01
2018,4,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2018-04-01
2018,4,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5107,2018-04-01
2018,5,DC,Total Electric Power Industry,Total,3814,2018-05-01
2018,5,DC,Total Electric Power Industry,Natural Gas,-903,2018-05-01
2018,5,DC,Total Electric Power Industry,Petroleum,0,2018-05-01
2018,5,DC,Total Electric Power Industry,Other Biomass,4717,2018-05-01
2018,5,DC,"Combined Heat and Power, Commercial Power",Total,3814,2018-05-01
2018,5,DC,"Combined Heat and Power, Commercial Power",Natural Gas,-903,2018-05-01
2018,5,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2018-05-01
2018,5,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4717,2018-05-01
2018,6,DC,Total Electric Power Industry,Total,6552,2018-06-01
2018,6,DC,Total Electric Power Industry,Natural Gas,2223,2018-06-01
2018,6,DC,Total Electric Power Industry,Petroleum,0,2018-06-01
2018,6,DC,Total Electric Power Industry,Other Biomass,4329,2018-06-01
2018,6,DC,"Combined Heat and Power, Commercial Power",Total,6552,2018-06-01
2018,6,DC,"Combined Heat and Power, Commercial Power",Natural Gas,2223,2018-06-01
2018,6,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2018-06-01
2018,6,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4329,2018-06-01
2018,7,DC,Total Electric Power Industry,Total,9104,2018-07-01
2018,7,DC,Total Electric Power Industry,Natural Gas,4542,2018-07-01
2018,7,DC,Total Electric Power Industry,Petroleum,0,2018-07-01
2018,7,DC,Total Electric Power Industry,Other Biomass,4562,2018-07-01
2018,7,DC,"Combined Heat and Power, Commercial Power",Total,9104,2018-07-01
2018,7,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4542,2018-07-01
2018,7,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2018-07-01
2018,7,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4562,2018-07-01
2018,8,DC,Total Electric Power Industry,Total,4698,2018-08-01
2018,8,DC,Total Electric Power Industry,Natural Gas,368,2018-08-01
2018,8,DC,Total Electric Power Industry,Petroleum,0,2018-08-01
2018,8,DC,Total Electric Power Industry,Other Biomass,4330,2018-08-01
2018,8,DC,"Combined Heat and Power, Commercial Power",Total,4698,2018-08-01
2018,8,DC,"Combined Heat and Power, Commercial Power",Natural Gas,368,2018-08-01
2018,8,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2018-08-01
2018,8,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4330,2018-08-01
2018,9,DC,Total Electric Power Industry,Total,6007,2018-09-01
2018,9,DC,Total Electric Power Industry,Natural Gas,1860,2018-09-01
2018,9,DC,Total Electric Power Industry,Petroleum,0,2018-09-01
2018,9,DC,Total Electric Power Industry,Other Biomass,4147,2018-09-01
2018,9,DC,"Combined Heat and Power, Commercial Power",Total,6007,2018-09-01
2018,9,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1860,2018-09-01
2018,9,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2018-09-01
2018,9,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4147,2018-09-01
2018,10,DC,Total Electric Power Industry,Total,3796,2018-10-01
2018,10,DC,Total Electric Power Industry,Natural Gas,-731,2018-10-01
2018,10,DC,Total Electric Power Industry,Petroleum,0,2018-10-01
2018,10,DC,Total Electric Power Industry,Other Biomass,4527,2018-10-01
2018,10,DC,"Combined Heat and Power, Commercial Power",Total,3796,2018-10-01
2018,10,DC,"Combined Heat and Power, Commercial Power",Natural Gas,-731,2018-10-01
2018,10,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2018-10-01
2018,10,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4527,2018-10-01
2018,11,DC,Total Electric Power Industry,Total,4205,2018-11-01
2018,11,DC,Total Electric Power Industry,Natural Gas,-202,2018-11-01
2018,11,DC,Total Electric Power Industry,Petroleum,0,2018-11-01
2018,11,DC,Total Electric Power Industry,Other Biomass,4407,2018-11-01
2018,11,DC,"Combined Heat and Power, Commercial Power",Total,4205,2018-11-01
2018,11,DC,"Combined Heat and Power, Commercial Power",Natural Gas,-202,2018-11-01
2018,11,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2018-11-01
2018,11,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4407,2018-11-01
2018,12,DC,Total Electric Power Industry,Total,8232,2018-12-01
2018,12,DC,Total Electric Power Industry,Natural Gas,3149,2018-12-01
2018,12,DC,Total Electric Power Industry,Petroleum,0,2018-12-01
2018,12,DC,Total Electric Power Industry,Other Biomass,5083,2018-12-01
2018,12,DC,"Combined Heat and Power, Commercial Power",Total,8232,2018-12-01
2018,12,DC,"Combined Heat and Power, Commercial Power",Natural Gas,3149,2018-12-01
2018,12,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2018-12-01
2018,12,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5083,2018-12-01
2019,1,DC,Total Electric Power Industry,Total,15133,2019-01-01
2019,1,DC,Total Electric Power Industry,Natural Gas,10101,2019-01-01
2019,1,DC,Total Electric Power Industry,Petroleum,0,2019-01-01
2019,1,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,436,2019-01-01
2019,1,DC,Total Electric Power Industry,Other Biomass,4597,2019-01-01
2019,1,DC,"Combined Heat and Power, Commercial Power",Total,14698,2019-01-01
2019,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,10101,2019-01-01
2019,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2019-01-01
2019,1,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4597,2019-01-01
2019,1,DC,"Electric Generators, Independent Power Producers",Total,436,2019-01-01
2019,1,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,436,2019-01-01
2019,2,DC,Total Electric Power Industry,Total,12558,2019-02-01
2019,2,DC,Total Electric Power Industry,Natural Gas,7711,2019-02-01
2019,2,DC,Total Electric Power Industry,Petroleum,0,2019-02-01
2019,2,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,429,2019-02-01
2019,2,DC,Total Electric Power Industry,Other Biomass,4418,2019-02-01
2019,2,DC,"Combined Heat and Power, Commercial Power",Total,12129,2019-02-01
2019,2,DC,"Combined Heat and Power, Commercial Power",Natural Gas,7711,2019-02-01
2019,2,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2019-02-01
2019,2,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4418,2019-02-01
2019,2,DC,"Electric Generators, Independent Power Producers",Total,429,2019-02-01
2019,2,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,429,2019-02-01
2019,3,DC,Total Electric Power Industry,Total,15020,2019-03-01
2019,3,DC,Total Electric Power Industry,Natural Gas,9836,2019-03-01
2019,3,DC,Total Electric Power Industry,Petroleum,0,2019-03-01
2019,3,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,666,2019-03-01
2019,3,DC,Total Electric Power Industry,Other Biomass,4518,2019-03-01
2019,3,DC,"Combined Heat and Power, Commercial Power",Total,14354,2019-03-01
2019,3,DC,"Combined Heat and Power, Commercial Power",Natural Gas,9836,2019-03-01
2019,3,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2019-03-01
2019,3,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4518,2019-03-01
2019,3,DC,"Electric Generators, Independent Power Producers",Total,666,2019-03-01
2019,3,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,666,2019-03-01
2019,4,DC,Total Electric Power Industry,Total,13921,2019-04-01
2019,4,DC,Total Electric Power Industry,Natural Gas,8571,2019-04-01
2019,4,DC,Total Electric Power Industry,Petroleum,0,2019-04-01
2019,4,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,700,2019-04-01
2019,4,DC,Total Electric Power Industry,Other Biomass,4650,2019-04-01
2019,4,DC,"Combined Heat and Power, Commercial Power",Total,13221,2019-04-01
2019,4,DC,"Combined Heat and Power, Commercial Power",Natural Gas,8571,2019-04-01
2019,4,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2019-04-01
2019,4,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4650,2019-04-01
2019,4,DC,"Electric Generators, Independent Power Producers",Total,700,2019-04-01
2019,4,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,700,2019-04-01
2019,5,DC,Total Electric Power Industry,Total,12672,2019-05-01
2019,5,DC,Total Electric Power Industry,Natural Gas,7276,2019-05-01
2019,5,DC,Total Electric Power Industry,Petroleum,0,2019-05-01
2019,5,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1017,2019-05-01
2019,5,DC,Total Electric Power Industry,Other Biomass,4379,2019-05-01
2019,5,DC,"Combined Heat and Power, Commercial Power",Total,11655,2019-05-01
2019,5,DC,"Combined Heat and Power, Commercial Power",Natural Gas,7276,2019-05-01
2019,5,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2019-05-01
2019,5,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4379,2019-05-01
2019,5,DC,"Electric Generators, Independent Power Producers",Total,1017,2019-05-01
2019,5,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1017,2019-05-01
2019,6,DC,Total Electric Power Industry,Total,15512,2019-06-01
2019,6,DC,Total Electric Power Industry,Natural Gas,10232,2019-06-01
2019,6,DC,Total Electric Power Industry,Petroleum,0,2019-06-01
2019,6,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,903,2019-06-01
2019,6,DC,Total Electric Power Industry,Other Biomass,4377,2019-06-01
2019,6,DC,"Combined Heat and Power, Commercial Power",Total,14609,2019-06-01
2019,6,DC,"Combined Heat and Power, Commercial Power",Natural Gas,10232,2019-06-01
2019,6,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2019-06-01
2019,6,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4377,2019-06-01
2019,6,DC,"Electric Generators, Independent Power Producers",Total,903,2019-06-01
2019,6,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,903,2019-06-01
2019,7,DC,Total Electric Power Industry,Total,14309,2019-07-01
2019,7,DC,Total Electric Power Industry,Natural Gas,8571,2019-07-01
2019,7,DC,Total Electric Power Industry,Petroleum,0,2019-07-01
2019,7,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,962,2019-07-01
2019,7,DC,Total Electric Power Industry,Other Biomass,4776,2019-07-01
2019,7,DC,"Combined Heat and Power, Commercial Power",Total,13347,2019-07-01
2019,7,DC,"Combined Heat and Power, Commercial Power",Natural Gas,8571,2019-07-01
2019,7,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2019-07-01
2019,7,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4776,2019-07-01
2019,7,DC,"Electric Generators, Independent Power Producers",Total,962,2019-07-01
2019,7,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,962,2019-07-01
2019,8,DC,Total Electric Power Industry,Total,14828,2019-08-01
2019,8,DC,Total Electric Power Industry,Natural Gas,9016,2019-08-01
2019,8,DC,Total Electric Power Industry,Petroleum,0,2019-08-01
2019,8,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,876,2019-08-01
2019,8,DC,Total Electric Power Industry,Other Biomass,4937,2019-08-01
2019,8,DC,"Combined Heat and Power, Commercial Power",Total,13953,2019-08-01
2019,8,DC,"Combined Heat and Power, Commercial Power",Natural Gas,9016,2019-08-01
2019,8,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2019-08-01
2019,8,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4937,2019-08-01
2019,8,DC,"Electric Generators, Independent Power Producers",Total,876,2019-08-01
2019,8,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,876,2019-08-01
2019,9,DC,Total Electric Power Industry,Total,14608,2019-09-01
2019,9,DC,Total Electric Power Industry,Natural Gas,9508,2019-09-01
2019,9,DC,Total Electric Power Industry,Petroleum,0,2019-09-01
2019,9,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,897,2019-09-01
2019,9,DC,Total Electric Power Industry,Other Biomass,4203,2019-09-01
2019,9,DC,"Combined Heat and Power, Commercial Power",Total,13711,2019-09-01
2019,9,DC,"Combined Heat and Power, Commercial Power",Natural Gas,9508,2019-09-01
2019,9,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2019-09-01
2019,9,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4203,2019-09-01
2019,9,DC,"Electric Generators, Independent Power Producers",Total,897,2019-09-01
2019,9,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,897,2019-09-01
2019,10,DC,Total Electric Power Industry,Total,13775,2019-10-01
2019,10,DC,Total Electric Power Industry,Natural Gas,9033,2019-10-01
2019,10,DC,Total Electric Power Industry,Petroleum,0,2019-10-01
2019,10,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,733,2019-10-01
2019,10,DC,Total Electric Power Industry,Other Biomass,4009,2019-10-01
2019,10,DC,"Combined Heat and Power, Commercial Power",Total,13042,2019-10-01
2019,10,DC,"Combined Heat and Power, Commercial Power",Natural Gas,9033,2019-10-01
2019,10,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2019-10-01
2019,10,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4009,2019-10-01
2019,10,DC,"Electric Generators, Independent Power Producers",Total,733,2019-10-01
2019,10,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,733,2019-10-01
2019,11,DC,Total Electric Power Industry,Total,13821,2019-11-01
2019,11,DC,Total Electric Power Industry,Natural Gas,8106,2019-11-01
2019,11,DC,Total Electric Power Industry,Petroleum,0,2019-11-01
2019,11,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,656,2019-11-01
2019,11,DC,Total Electric Power Industry,Other Biomass,5059,2019-11-01
2019,11,DC,"Combined Heat and Power, Commercial Power",Total,13165,2019-11-01
2019,11,DC,"Combined Heat and Power, Commercial Power",Natural Gas,8106,2019-11-01
2019,11,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2019-11-01
2019,11,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5059,2019-11-01
2019,11,DC,"Electric Generators, Independent Power Producers",Total,656,2019-11-01
2019,11,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,656,2019-11-01
2019,12,DC,Total Electric Power Industry,Total,17921,2019-12-01
2019,12,DC,Total Electric Power Industry,Natural Gas,12162,2019-12-01
2019,12,DC,Total Electric Power Industry,Petroleum,0,2019-12-01
2019,12,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,554,2019-12-01
2019,12,DC,Total Electric Power Industry,Other Biomass,5205,2019-12-01
2019,12,DC,"Combined Heat and Power, Commercial Power",Total,17367,2019-12-01
2019,12,DC,"Combined Heat and Power, Commercial Power",Natural Gas,12162,2019-12-01
2019,12,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2019-12-01
2019,12,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5205,2019-12-01
2019,12,DC,"Electric Generators, Independent Power Producers",Total,554,2019-12-01
2019,12,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,554,2019-12-01
2020,1,DC,Total Electric Power Industry,Total,17832,2020-01-01
2020,1,DC,Total Electric Power Industry,Natural Gas,11938,2020-01-01
2020,1,DC,Total Electric Power Industry,Petroleum,2,2020-01-01
2020,1,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,682,2020-01-01
2020,1,DC,Total Electric Power Industry,Other Biomass,5210,2020-01-01
2020,1,DC,"Combined Heat and Power, Commercial Power",Total,17150,2020-01-01
2020,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,11938,2020-01-01
2020,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,2,2020-01-01
2020,1,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5210,2020-01-01
2020,1,DC,"Electric Generators, Independent Power Producers",Total,682,2020-01-01
2020,1,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,682,2020-01-01
2020,2,DC,Total Electric Power Industry,Total,18294,2020-02-01
2020,2,DC,Total Electric Power Industry,Natural Gas,12723,2020-02-01
2020,2,DC,Total Electric Power Industry,Petroleum,2,2020-02-01
2020,2,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,724,2020-02-01
2020,2,DC,Total Electric Power Industry,Other Biomass,4845,2020-02-01
2020,2,DC,"Combined Heat and Power, Commercial Power",Total,17570,2020-02-01
2020,2,DC,"Combined Heat and Power, Commercial Power",Natural Gas,12723,2020-02-01
2020,2,DC,"Combined Heat and Power, Commercial Power",Petroleum,2,2020-02-01
2020,2,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4845,2020-02-01
2020,2,DC,"Electric Generators, Independent Power Producers",Total,724,2020-02-01
2020,2,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,724,2020-02-01
2020,3,DC,Total Electric Power Industry,Total,15490,2020-03-01
2020,3,DC,Total Electric Power Industry,Natural Gas,8875,2020-03-01
2020,3,DC,Total Electric Power Industry,Petroleum,1,2020-03-01
2020,3,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1142,2020-03-01
2020,3,DC,Total Electric Power Industry,Other Biomass,5472,2020-03-01
2020,3,DC,"Combined Heat and Power, Commercial Power",Total,14348,2020-03-01
2020,3,DC,"Combined Heat and Power, Commercial Power",Natural Gas,8875,2020-03-01
2020,3,DC,"Combined Heat and Power, Commercial Power",Petroleum,1,2020-03-01
2020,3,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5472,2020-03-01
2020,3,DC,"Electric Generators, Independent Power Producers",Total,1142,2020-03-01
2020,3,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1142,2020-03-01
2020,4,DC,Total Electric Power Industry,Total,12030,2020-04-01
2020,4,DC,Total Electric Power Industry,Natural Gas,5761,2020-04-01
2020,4,DC,Total Electric Power Industry,Petroleum,1,2020-04-01
2020,4,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1257,2020-04-01
2020,4,DC,Total Electric Power Industry,Other Biomass,5011,2020-04-01
2020,4,DC,"Combined Heat and Power, Commercial Power",Total,10773,2020-04-01
2020,4,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5761,2020-04-01
2020,4,DC,"Combined Heat and Power, Commercial Power",Petroleum,1,2020-04-01
2020,4,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5011,2020-04-01
2020,4,DC,"Electric Generators, Independent Power Producers",Total,1257,2020-04-01
2020,4,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1257,2020-04-01
2020,5,DC,Total Electric Power Industry,Total,12525,2020-05-01
2020,5,DC,Total Electric Power Industry,Natural Gas,6395,2020-05-01
2020,5,DC,Total Electric Power Industry,Petroleum,2,2020-05-01
2020,5,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1398,2020-05-01
2020,5,DC,Total Electric Power Industry,Other Biomass,4729,2020-05-01
2020,5,DC,"Combined Heat and Power, Commercial Power",Total,11126,2020-05-01
2020,5,DC,"Combined Heat and Power, Commercial Power",Natural Gas,6395,2020-05-01
2020,5,DC,"Combined Heat and Power, Commercial Power",Petroleum,2,2020-05-01
2020,5,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4729,2020-05-01
2020,5,DC,"Electric Generators, Independent Power Producers",Total,1398,2020-05-01
2020,5,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1398,2020-05-01
2020,6,DC,Total Electric Power Industry,Total,16162,2020-06-01
2020,6,DC,Total Electric Power Industry,Natural Gas,10273,2020-06-01
2020,6,DC,Total Electric Power Industry,Petroleum,2,2020-06-01
2020,6,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1272,2020-06-01
2020,6,DC,Total Electric Power Industry,Other Biomass,4615,2020-06-01
2020,6,DC,"Combined Heat and Power, Commercial Power",Total,14890,2020-06-01
2020,6,DC,"Combined Heat and Power, Commercial Power",Natural Gas,10273,2020-06-01
2020,6,DC,"Combined Heat and Power, Commercial Power",Petroleum,2,2020-06-01
2020,6,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4615,2020-06-01
2020,6,DC,"Electric Generators, Independent Power Producers",Total,1272,2020-06-01
2020,6,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1272,2020-06-01
2020,7,DC,Total Electric Power Industry,Total,18907,2020-07-01
2020,7,DC,Total Electric Power Industry,Natural Gas,13981,2020-07-01
2020,7,DC,Total Electric Power Industry,Petroleum,2,2020-07-01
2020,7,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1363,2020-07-01
2020,7,DC,Total Electric Power Industry,Other Biomass,3562,2020-07-01
2020,7,DC,"Combined Heat and Power, Commercial Power",Total,17544,2020-07-01
2020,7,DC,"Combined Heat and Power, Commercial Power",Natural Gas,13981,2020-07-01
2020,7,DC,"Combined Heat and Power, Commercial Power",Petroleum,2,2020-07-01
2020,7,DC,"Combined Heat and Power, Commercial Power",Other Biomass,3562,2020-07-01
2020,7,DC,"Electric Generators, Independent Power Producers",Total,1363,2020-07-01
2020,7,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1363,2020-07-01
2020,8,DC,Total Electric Power Industry,Total,19714,2020-08-01
2020,8,DC,Total Electric Power Industry,Natural Gas,14787,2020-08-01
2020,8,DC,Total Electric Power Industry,Petroleum,2,2020-08-01
2020,8,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1191,2020-08-01
2020,8,DC,Total Electric Power Industry,Other Biomass,3734,2020-08-01
2020,8,DC,"Combined Heat and Power, Commercial Power",Total,18523,2020-08-01
2020,8,DC,"Combined Heat and Power, Commercial Power",Natural Gas,14787,2020-08-01
2020,8,DC,"Combined Heat and Power, Commercial Power",Petroleum,2,2020-08-01
2020,8,DC,"Combined Heat and Power, Commercial Power",Other Biomass,3734,2020-08-01
2020,8,DC,"Electric Generators, Independent Power Producers",Total,1191,2020-08-01
2020,8,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1191,2020-08-01
2020,9,DC,Total Electric Power Industry,Total,18498,2020-09-01
2020,9,DC,Total Electric Power Industry,Natural Gas,13231,2020-09-01
2020,9,DC,Total Electric Power Industry,Petroleum,2,2020-09-01
2020,9,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1007,2020-09-01
2020,9,DC,Total Electric Power Industry,Other Biomass,4259,2020-09-01
2020,9,DC,"Combined Heat and Power, Commercial Power",Total,17491,2020-09-01
2020,9,DC,"Combined Heat and Power, Commercial Power",Natural Gas,13231,2020-09-01
2020,9,DC,"Combined Heat and Power, Commercial Power",Petroleum,2,2020-09-01
2020,9,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4259,2020-09-01
2020,9,DC,"Electric Generators, Independent Power Producers",Total,1007,2020-09-01
2020,9,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1007,2020-09-01
2020,10,DC,Total Electric Power Industry,Total,18468,2020-10-01
2020,10,DC,Total Electric Power Industry,Natural Gas,12782,2020-10-01
2020,10,DC,Total Electric Power Industry,Petroleum,1,2020-10-01
2020,10,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,996,2020-10-01
2020,10,DC,Total Electric Power Industry,Other Biomass,4689,2020-10-01
2020,10,DC,"Combined Heat and Power, Commercial Power",Total,17472,2020-10-01
2020,10,DC,"Combined Heat and Power, Commercial Power",Natural Gas,12782,2020-10-01
2020,10,DC,"Combined Heat and Power, Commercial Power",Petroleum,1,2020-10-01
2020,10,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4689,2020-10-01
2020,10,DC,"Electric Generators, Independent Power Producers",Total,996,2020-10-01
2020,10,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,996,2020-10-01
2020,11,DC,Total Electric Power Industry,Total,15212,2020-11-01
2020,11,DC,Total Electric Power Industry,Natural Gas,9893,2020-11-01
2020,11,DC,Total Electric Power Industry,Petroleum,1,2020-11-01
2020,11,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,844,2020-11-01
2020,11,DC,Total Electric Power Industry,Other Biomass,4474,2020-11-01
2020,11,DC,"Combined Heat and Power, Commercial Power",Total,14368,2020-11-01
2020,11,DC,"Combined Heat and Power, Commercial Power",Natural Gas,9893,2020-11-01
2020,11,DC,"Combined Heat and Power, Commercial Power",Petroleum,1,2020-11-01
2020,11,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4474,2020-11-01
2020,11,DC,"Electric Generators, Independent Power Producers",Total,844,2020-11-01
2020,11,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,844,2020-11-01
2020,12,DC,Total Electric Power Industry,Total,17973,2020-12-01
2020,12,DC,Total Electric Power Industry,Natural Gas,12897,2020-12-01
2020,12,DC,Total Electric Power Industry,Petroleum,2,2020-12-01
2020,12,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,821,2020-12-01
2020,12,DC,Total Electric Power Industry,Other Biomass,4253,2020-12-01
2020,12,DC,"Combined Heat and Power, Commercial Power",Total,17152,2020-12-01
2020,12,DC,"Combined Heat and Power, Commercial Power",Natural Gas,12897,2020-12-01
2020,12,DC,"Combined Heat and Power, Commercial Power",Petroleum,2,2020-12-01
2020,12,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4253,2020-12-01
2020,12,DC,"Electric Generators, Independent Power Producers",Total,821,2020-12-01
2020,12,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,821,2020-12-01
2021,1,DC,Total Electric Power Industry,Total,17544,2021-01-01
2021,1,DC,Total Electric Power Industry,Natural Gas,12155,2021-01-01
2021,1,DC,Total Electric Power Industry,Petroleum,3,2021-01-01
2021,1,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,779,2021-01-01
2021,1,DC,Total Electric Power Industry,Other Biomass,4607,2021-01-01
2021,1,DC,"Combined Heat and Power, Commercial Power",Total,16765,2021-01-01
2021,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,12155,2021-01-01
2021,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,3,2021-01-01
2021,1,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4607,2021-01-01
2021,1,DC,"Electric Generators, Independent Power Producers",Total,779,2021-01-01
2021,1,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,779,2021-01-01
2021,2,DC,Total Electric Power Industry,Total,15671,2021-02-01
2021,2,DC,Total Electric Power Industry,Natural Gas,11396,2021-02-01
2021,2,DC,Total Electric Power Industry,Petroleum,6,2021-02-01
2021,2,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,774,2021-02-01
2021,2,DC,Total Electric Power Industry,Other Biomass,3495,2021-02-01
2021,2,DC,"Combined Heat and Power, Commercial Power",Total,14898,2021-02-01
2021,2,DC,"Combined Heat and Power, Commercial Power",Natural Gas,11396,2021-02-01
2021,2,DC,"Combined Heat and Power, Commercial Power",Petroleum,6,2021-02-01
2021,2,DC,"Combined Heat and Power, Commercial Power",Other Biomass,3495,2021-02-01
2021,2,DC,"Electric Generators, Independent Power Producers",Total,774,2021-02-01
