year;month;state;type_of_producer;energy_source;generation_mwh;date
2009;1;DC;Total Electric Power Industry;Total;5803;01/01/2009
2009;1;DC;Electric Generators, Independent Power Producers;Petroleum;5803;01/01/2009
2009;1;DC;Electric Generators, Independent Power Producers;Total;5803;01/01/2009
2009;2;DC;Total Electric Power Industry;Petroleum;2875;01/02/2009
2009;2;DC;Total Electric Power Industry;Total;2875;01/02/2009
2009;2;DC;Electric Generators, Independent Power Producers;Petroleum;2875;01/02/2009
2009;2;DC;Electric Generators, Independent Power Producers;Total;2875;01/02/2009
2009;3;DC;Total Electric Power Industry;Petroleum;0;01/03/2009
2009;3;DC;Total Electric Power Industry;Total;0;01/03/2009
2009;3;DC;Electric Generators, Independent Power Producers;Petroleum;0;01/03/2009
2009;3;DC;Electric Generators, Independent Power Producers;Total;0;01/03/2009
2009;4;DC;Total Electric Power Industry;Petroleum;581;01/04/2009
2009;4;DC;Total Electric Power Industry;Total;581;01/04/2009
2009;4;DC;Electric Generators, Independent Power Producers;Petroleum;581;01/04/2009
2009;4;DC;Electric Generators, Independent Power Producers;Total;581;01/04/2009
2009;5;DC;Total Electric Power Industry;Petroleum;183;01/05/2009
2009;5;DC;Total Electric Power Industry;Total;183;01/05/2009
2009;5;DC;Electric Generators, Independent Power Producers;Petroleum;183;01/05/2009
2009;5;DC;Electric Generators, Independent Power Producers;Total;183;01/05/2009
2009;6;DC;Total Electric Power Industry;Petroleum;7917;01/06/2009
2009;6;DC;Total Electric Power Industry;Total;7917;01/06/2009
2009;6;DC;Electric Generators, Independent Power Producers;Petroleum;7917;01/06/2009
2009;6;DC;Electric Generators, Independent Power Producers;Total;7917;01/06/2009
2009;7;DC;Total Electric Power Industry;Petroleum;6057;01/07/2009
2009;7;DC;Total Electric Power Industry;Total;6057;01/07/2009
2009;7;DC;Electric Generators, Independent Power Producers;Petroleum;6057;01/07/2009
2009;7;DC;Electric Generators, Independent Power Producers;Total;6057;01/07/2009
2009;8;DC;Total Electric Power Industry;Petroleum;11677;01/08/2009
2009;8;DC;Total Electric Power Industry;Total;11677;01/08/2009
2009;8;DC;Electric Generators, Independent Power Producers;Petroleum;11677;01/08/2009
2009;8;DC;Electric Generators, Independent Power Producers;Total;11677;01/08/2009
2009;9;DC;Total Electric Power Industry;Petroleum;0;01/09/2009
2009;9;DC;Total Electric Power Industry;Total;0;01/09/2009
2009;9;DC;Electric Generators, Independent Power Producers;Petroleum;0;01/09/2009
2009;9;DC;Electric Generators, Independent Power Producers;Total;0;01/09/2009
2009;10;DC;Total Electric Power Industry;Petroleum;0;01/10/2009
2009;10;DC;Total Electric Power Industry;Total;0;01/10/2009
2009;10;DC;Electric Generators, Independent Power Producers;Petroleum;0;01/10/2009
2009;10;DC;Electric Generators, Independent Power Producers;Total;0;01/10/2009
2009;11;DC;Total Electric Power Industry;Petroleum;0;01/11/2009
2009;11;DC;Total Electric Power Industry;Total;0;01/11/2009
2009;11;DC;Electric Generators, Independent Power Producers;Petroleum;0;01/11/2009
2009;11;DC;Electric Generators, Independent Power Producers;Total;0;01/11/2009
2009;12;DC;Total Electric Power Industry;Petroleum;406;01/12/2009
2009;12;DC;Total Electric Power Industry;Total;406;01/12/2009
2009;12;DC;Electric Generators, Independent Power Producers;Petroleum;406;01/12/2009
2009;12;DC;Electric Generators, Independent Power Producers;Total;406;01/12/2009
2010;1;DC;Total Electric Power Industry;Petroleum;0;01/01/2010
2010;1;DC;Total Electric Power Industry;Total;0;01/01/2010
2010;1;DC;Electric Generators, Independent Power Producers;Petroleum;0;01/01/2010
2010;1;DC;Electric Generators, Independent Power Producers;Total;0;01/01/2010
2010;2;DC;Total Electric Power Industry;Petroleum;0;01/02/2010
2010;2;DC;Total Electric Power Industry;Total;0;01/02/2010
2010;2;DC;Electric Generators, Independent Power Producers;Petroleum;0;01/02/2010
2010;2;DC;Electric Generators, Independent Power Producers;Total;0;01/02/2010
2010;3;DC;Total Electric Power Industry;Petroleum;2326;01/03/2010
2010;3;DC;Total Electric Power Industry;Total;2326;01/03/2010
2010;3;DC;Electric Generators, Independent Power Producers;Petroleum;2326;01/03/2010
2010;3;DC;Electric Generators, Independent Power Producers;Total;2326;01/03/2010
2010;4;DC;Total Electric Power Industry;Petroleum;805;01/04/2010
2010;4;DC;Total Electric Power Industry;Total;805;01/04/2010
2010;4;DC;Electric Generators, Independent Power Producers;Petroleum;805;01/04/2010
2010;4;DC;Electric Generators, Independent Power Producers;Total;805;01/04/2010
2010;5;DC;Total Electric Power Industry;Petroleum;23925;01/05/2010
2010;5;DC;Total Electric Power Industry;Total;23925;01/05/2010
2010;5;DC;Electric Generators, Independent Power Producers;Petroleum;23925;01/05/2010
2010;5;DC;Electric Generators, Independent Power Producers;Total;23925;01/05/2010
2010;6;DC;Total Electric Power Industry;Petroleum;74421;01/06/2010
2010;6;DC;Total Electric Power Industry;Total;74421;01/06/2010
2010;6;DC;Electric Generators, Independent Power Producers;Petroleum;74421;01/06/2010
2010;6;DC;Electric Generators, Independent Power Producers;Total;74421;01/06/2010
2010;7;DC;Total Electric Power Industry;Petroleum;50938;01/07/2010
2010;7;DC;Total Electric Power Industry;Total;50938;01/07/2010
2010;7;DC;Electric Generators, Independent Power Producers;Petroleum;50938;01/07/2010
2010;7;DC;Electric Generators, Independent Power Producers;Total;50938;01/07/2010
2010;8;DC;Total Electric Power Industry;Petroleum;23994;01/08/2010
2010;8;DC;Total Electric Power Industry;Total;23994;01/08/2010
2010;8;DC;Electric Generators, Independent Power Producers;Petroleum;23994;01/08/2010
2010;8;DC;Electric Generators, Independent Power Producers;Total;23994;01/08/2010
2010;9;DC;Total Electric Power Industry;Petroleum;14703;01/09/2010
2010;9;DC;Total Electric Power Industry;Total;14703;01/09/2010
2010;9;DC;Electric Generators, Independent Power Producers;Petroleum;14703;01/09/2010
2010;9;DC;Electric Generators, Independent Power Producers;Total;14703;01/09/2010
2010;10;DC;Total Electric Power Industry;Petroleum;3376;01/10/2010
2010;10;DC;Total Electric Power Industry;Total;3376;01/10/2010
2010;10;DC;Electric Generators, Independent Power Producers;Petroleum;3376;01/10/2010
2010;10;DC;Electric Generators, Independent Power Producers;Total;3376;01/10/2010
2010;11;DC;Total Electric Power Industry;Petroleum;0;01/11/2010
2010;11;DC;Total Electric Power Industry;Total;0;01/11/2010
2010;11;DC;Electric Generators, Independent Power Producers;Petroleum;0;01/11/2010
2010;11;DC;Electric Generators, Independent Power Producers;Total;0;01/11/2010
2010;12;DC;Total Electric Power Industry;Petroleum;5370;01/12/2010
2010;12;DC;Total Electric Power Industry;Total;5370;01/12/2010
2010;12;DC;Electric Generators, Independent Power Producers;Petroleum;5370;01/12/2010
2010;12;DC;Electric Generators, Independent Power Producers;Total;5370;01/12/2010
2011;1;DC;Electric Generators, Electric Utilities;Natural Gas;4810.22;01/01/2011
2011;1;DC;Electric Generators, Electric Utilities;Total;4810.22;01/01/2011
2011;1;DC;Electric Generators, Independent Power Producers;Petroleum;1950;01/01/2011
2011;1;DC;Electric Generators, Independent Power Producers;Total;1950;01/01/2011
2011;1;DC;Total Electric Power Industry;Natural Gas;4810.22;01/01/2011
2011;1;DC;Total Electric Power Industry;Petroleum;1950;01/01/2011
2011;1;DC;Total Electric Power Industry;Total;6760.22;01/01/2011
2011;2;DC;Electric Generators, Electric Utilities;Natural Gas;4250.41;01/02/2011
2011;2;DC;Electric Generators, Electric Utilities;Total;4250.41;01/02/2011
2011;2;DC;Total Electric Power Industry;Natural Gas;4250.41;01/02/2011
2011;2;DC;Total Electric Power Industry;Total;4250.41;01/02/2011
2011;3;DC;Electric Generators, Electric Utilities;Natural Gas;4925.37;01/03/2011
2011;3;DC;Electric Generators, Electric Utilities;Total;4925.37;01/03/2011
2011;3;DC;Total Electric Power Industry;Natural Gas;4925.37;01/03/2011
2011;3;DC;Total Electric Power Industry;Total;4925.37;01/03/2011
2011;4;DC;Electric Generators, Electric Utilities;Natural Gas;5488.93;01/04/2011
2011;4;DC;Electric Generators, Electric Utilities;Total;5488.93;01/04/2011
2011;4;DC;Total Electric Power Industry;Natural Gas;5488.93;01/04/2011
2011;4;DC;Total Electric Power Industry;Total;5488.93;01/04/2011
2011;5;DC;Electric Generators, Electric Utilities;Natural Gas;5835.1;01/05/2011
2011;5;DC;Electric Generators, Electric Utilities;Total;5835.1;01/05/2011
2011;5;DC;Electric Generators, Independent Power Producers;Petroleum;3321;01/05/2011
2011;5;DC;Electric Generators, Independent Power Producers;Total;3321;01/05/2011
2011;5;DC;Total Electric Power Industry;Natural Gas;5835.1;01/05/2011
2011;5;DC;Total Electric Power Industry;Petroleum;3321;01/05/2011
2011;5;DC;Total Electric Power Industry;Total;9156.1;01/05/2011
2011;6;DC;Electric Generators, Electric Utilities;Natural Gas;6857.07;01/06/2011
2011;6;DC;Electric Generators, Electric Utilities;Total;6857.07;01/06/2011
2011;6;DC;Electric Generators, Independent Power Producers;Petroleum;24421;01/06/2011
2011;6;DC;Electric Generators, Independent Power Producers;Total;24421;01/06/2011
2011;6;DC;Total Electric Power Industry;Natural Gas;6857.07;01/06/2011
2011;6;DC;Total Electric Power Industry;Petroleum;24421;01/06/2011
2011;6;DC;Total Electric Power Industry;Total;31278.07;01/06/2011
2011;7;DC;Electric Generators, Electric Utilities;Natural Gas;7808.99;01/07/2011
2011;7;DC;Electric Generators, Electric Utilities;Total;7808.99;01/07/2011
2011;7;DC;Electric Generators, Independent Power Producers;Petroleum;72812;01/07/2011
2011;7;DC;Electric Generators, Independent Power Producers;Total;72812;01/07/2011
2011;7;DC;Total Electric Power Industry;Natural Gas;7808.99;01/07/2011
2011;7;DC;Total Electric Power Industry;Petroleum;72812;01/07/2011
2011;7;DC;Total Electric Power Industry;Total;80620.99;01/07/2011
2011;8;DC;Electric Generators, Electric Utilities;Natural Gas;7827.51;01/08/2011
2011;8;DC;Electric Generators, Electric Utilities;Total;7827.51;01/08/2011
2011;8;DC;Electric Generators, Independent Power Producers;Petroleum;25042;01/08/2011
2011;8;DC;Electric Generators, Independent Power Producers;Total;25042;01/08/2011
2011;8;DC;Total Electric Power Industry;Natural Gas;7827.51;01/08/2011
2011;8;DC;Total Electric Power Industry;Petroleum;25042;01/08/2011
2011;8;DC;Total Electric Power Industry;Total;32869.51;01/08/2011
2011;9;DC;Electric Generators, Electric Utilities;Natural Gas;6691.12;01/09/2011
2011;9;DC;Electric Generators, Electric Utilities;Total;6691.12;01/09/2011
2011;9;DC;Electric Generators, Independent Power Producers;Petroleum;2129;01/09/2011
2011;9;DC;Electric Generators, Independent Power Producers;Total;2129;01/09/2011
2011;9;DC;Total Electric Power Industry;Natural Gas;6691.12;01/09/2011
2011;9;DC;Total Electric Power Industry;Petroleum;2129;01/09/2011
2011;9;DC;Total Electric Power Industry;Total;8820.12;01/09/2011
2011;10;DC;Electric Generators, Electric Utilities;Natural Gas;5923.34;01/10/2011
2011;10;DC;Electric Generators, Electric Utilities;Total;5923.34;01/10/2011
2011;10;DC;Total Electric Power Industry;Natural Gas;5923.34;01/10/2011
2011;10;DC;Total Electric Power Industry;Total;5923.34;01/10/2011
2011;11;DC;Electric Generators, Electric Utilities;Natural Gas;5143.64;01/11/2011
2011;11;DC;Electric Generators, Electric Utilities;Total;5143.64;01/11/2011
2011;11;DC;Total Electric Power Industry;Natural Gas;5143.64;01/11/2011
2011;11;DC;Total Electric Power Industry;Total;5143.64;01/11/2011
2011;12;DC;Electric Generators, Electric Utilities;Natural Gas;5637.26;01/12/2011
2011;12;DC;Electric Generators, Electric Utilities;Total;5637.26;01/12/2011
2011;12;DC;Total Electric Power Industry;Natural Gas;5637.26;01/12/2011
2011;12;DC;Total Electric Power Industry;Total;5637.26;01/12/2011
2012;1;DC;Total Electric Power Industry;Total;5384.25;01/01/2012
2012;1;DC;Total Electric Power Industry;Natural Gas;4483.25;01/01/2012
2012;1;DC;Total Electric Power Industry;Petroleum;901;01/01/2012
2012;1;DC;Electric Generators, Independent Power Producers;Total;901;01/01/2012
2012;1;DC;Electric Generators, Independent Power Producers;Petroleum;901;01/01/2012
2012;1;DC;Combined Heat and Power, Commercial Power;Total;4483.25;01/01/2012
2012;1;DC;Combined Heat and Power, Commercial Power;Natural Gas;4483.25;01/01/2012
2012;1;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/01/2012
2012;2;DC;Total Electric Power Industry;Total;4383.7;01/02/2012
2012;2;DC;Total Electric Power Industry;Natural Gas;4383.7;01/02/2012
2012;2;DC;Total Electric Power Industry;Petroleum;0;01/02/2012
2012;2;DC;Electric Generators, Independent Power Producers;Total;0;01/02/2012
2012;2;DC;Electric Generators, Independent Power Producers;Petroleum;0;01/02/2012
2012;2;DC;Combined Heat and Power, Commercial Power;Total;4383.7;01/02/2012
2012;2;DC;Combined Heat and Power, Commercial Power;Natural Gas;4383.7;01/02/2012
2012;2;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/02/2012
2012;3;DC;Total Electric Power Industry;Total;4809.81;01/03/2012
2012;3;DC;Total Electric Power Industry;Natural Gas;4809.81;01/03/2012
2012;3;DC;Total Electric Power Industry;Petroleum;0;01/03/2012
2012;3;DC;Electric Generators, Independent Power Producers;Total;0;01/03/2012
2012;3;DC;Electric Generators, Independent Power Producers;Petroleum;0;01/03/2012
2012;3;DC;Combined Heat and Power, Commercial Power;Total;4809.81;01/03/2012
2012;3;DC;Combined Heat and Power, Commercial Power;Natural Gas;4809.81;01/03/2012
2012;3;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/03/2012
2012;4;DC;Total Electric Power Industry;Total;7159.31;01/04/2012
2012;4;DC;Total Electric Power Industry;Natural Gas;4768.31;01/04/2012
2012;4;DC;Total Electric Power Industry;Petroleum;2391;01/04/2012
2012;4;DC;Electric Generators, Independent Power Producers;Total;2391;01/04/2012
2012;4;DC;Electric Generators, Independent Power Producers;Petroleum;2391;01/04/2012
2012;4;DC;Combined Heat and Power, Commercial Power;Total;4768.31;01/04/2012
2012;4;DC;Combined Heat and Power, Commercial Power;Natural Gas;4768.31;01/04/2012
2012;4;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/04/2012
2012;5;DC;Total Electric Power Industry;Total;11852.02;01/05/2012
2012;5;DC;Total Electric Power Industry;Natural Gas;5745.02;01/05/2012
2012;5;DC;Total Electric Power Industry;Petroleum;6107;01/05/2012
2012;5;DC;Electric Generators, Independent Power Producers;Total;6107;01/05/2012
2012;5;DC;Electric Generators, Independent Power Producers;Petroleum;6107;01/05/2012
2012;5;DC;Combined Heat and Power, Commercial Power;Total;5745.02;01/05/2012
2012;5;DC;Combined Heat and Power, Commercial Power;Natural Gas;5745.02;01/05/2012
2012;5;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/05/2012
2012;6;DC;Total Electric Power Industry;Total;5723.04;01/06/2012
2012;6;DC;Total Electric Power Industry;Natural Gas;5723.04;01/06/2012
2012;6;DC;Total Electric Power Industry;Petroleum;0;01/06/2012
2012;6;DC;Combined Heat and Power, Commercial Power;Total;5723.04;01/06/2012
2012;6;DC;Combined Heat and Power, Commercial Power;Natural Gas;5723.04;01/06/2012
2012;6;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/06/2012
2012;7;DC;Total Electric Power Industry;Total;6744.97;01/07/2012
2012;7;DC;Total Electric Power Industry;Natural Gas;6744.97;01/07/2012
2012;7;DC;Total Electric Power Industry;Petroleum;0;01/07/2012
2012;7;DC;Combined Heat and Power, Commercial Power;Total;6744.97;01/07/2012
2012;7;DC;Combined Heat and Power, Commercial Power;Natural Gas;6744.97;01/07/2012
2012;7;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/07/2012
2012;8;DC;Total Electric Power Industry;Total;6238.7;01/08/2012
2012;8;DC;Total Electric Power Industry;Natural Gas;6238.7;01/08/2012
2012;8;DC;Total Electric Power Industry;Petroleum;0;01/08/2012
2012;8;DC;Combined Heat and Power, Commercial Power;Total;6238.7;01/08/2012
2012;8;DC;Combined Heat and Power, Commercial Power;Natural Gas;6238.7;01/08/2012
2012;8;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/08/2012
2012;9;DC;Total Electric Power Industry;Total;5680.72;01/09/2012
2012;9;DC;Total Electric Power Industry;Natural Gas;5680.72;01/09/2012
2012;9;DC;Total Electric Power Industry;Petroleum;0;01/09/2012
2012;9;DC;Combined Heat and Power, Commercial Power;Total;5680.72;01/09/2012
2012;9;DC;Combined Heat and Power, Commercial Power;Natural Gas;5680.72;01/09/2012
2012;9;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/09/2012
2012;10;DC;Total Electric Power Industry;Total;4920.87;01/10/2012
2012;10;DC;Total Electric Power Industry;Natural Gas;4920.87;01/10/2012
2012;10;DC;Total Electric Power Industry;Petroleum;0;01/10/2012
2012;10;DC;Combined Heat and Power, Commercial Power;Total;4920.87;01/10/2012
2012;10;DC;Combined Heat and Power, Commercial Power;Natural Gas;4920.87;01/10/2012
2012;10;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/10/2012
2012;11;DC;Total Electric Power Industry;Total;4141.74;01/11/2012
2012;11;DC;Total Electric Power Industry;Natural Gas;4141.74;01/11/2012
2012;11;DC;Total Electric Power Industry;Petroleum;0;01/11/2012
2012;11;DC;Combined Heat and Power, Commercial Power;Total;4141.74;01/11/2012
2012;11;DC;Combined Heat and Power, Commercial Power;Natural Gas;4141.74;01/11/2012
2012;11;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/11/2012
2012;12;DC;Total Electric Power Industry;Total;4747.65;01/12/2012
2012;12;DC;Total Electric Power Industry;Natural Gas;4747.65;01/12/2012
2012;12;DC;Total Electric Power Industry;Petroleum;0;01/12/2012
2012;12;DC;Combined Heat and Power, Commercial Power;Total;4747.65;01/12/2012
2012;12;DC;Combined Heat and Power, Commercial Power;Natural Gas;4747.65;01/12/2012
2012;12;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/12/2012
2013;1;DC;Total Electric Power Industry;Total;5047.78;01/01/2013
2013;1;DC;Total Electric Power Industry;Natural Gas;5047.78;01/01/2013
2013;1;DC;Total Electric Power Industry;Petroleum;0;01/01/2013
2013;1;DC;Combined Heat and Power, Commercial Power;Total;5047.78;01/01/2013
2013;1;DC;Combined Heat and Power, Commercial Power;Natural Gas;5047.78;01/01/2013
2013;1;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/01/2013
2013;2;DC;Total Electric Power Industry;Total;5047.02;01/02/2013
2013;2;DC;Total Electric Power Industry;Natural Gas;5047.02;01/02/2013
2013;2;DC;Total Electric Power Industry;Petroleum;0;01/02/2013
2013;2;DC;Combined Heat and Power, Commercial Power;Total;5047.02;01/02/2013
2013;2;DC;Combined Heat and Power, Commercial Power;Natural Gas;5047.02;01/02/2013
2013;2;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/02/2013
2013;3;DC;Total Electric Power Industry;Total;5107.3;01/03/2013
2013;3;DC;Total Electric Power Industry;Natural Gas;5107.3;01/03/2013
2013;3;DC;Total Electric Power Industry;Petroleum;0;01/03/2013
2013;3;DC;Combined Heat and Power, Commercial Power;Total;5107.3;01/03/2013
2013;3;DC;Combined Heat and Power, Commercial Power;Natural Gas;5107.3;01/03/2013
2013;3;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/03/2013
2013;4;DC;Total Electric Power Industry;Total;4990.6;01/04/2013
2013;4;DC;Total Electric Power Industry;Natural Gas;4990.6;01/04/2013
2013;4;DC;Total Electric Power Industry;Petroleum;0;01/04/2013
2013;4;DC;Combined Heat and Power, Commercial Power;Total;4990.6;01/04/2013
2013;4;DC;Combined Heat and Power, Commercial Power;Natural Gas;4990.6;01/04/2013
2013;4;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/04/2013
2013;5;DC;Total Electric Power Industry;Total;5336.05;01/05/2013
2013;5;DC;Total Electric Power Industry;Natural Gas;5336.05;01/05/2013
2013;5;DC;Total Electric Power Industry;Petroleum;0;01/05/2013
2013;5;DC;Combined Heat and Power, Commercial Power;Total;5336.05;01/05/2013
2013;5;DC;Combined Heat and Power, Commercial Power;Natural Gas;5336.05;01/05/2013
2013;5;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/05/2013
2013;6;DC;Total Electric Power Industry;Total;5967.59;01/06/2013
2013;6;DC;Total Electric Power Industry;Natural Gas;5967.59;01/06/2013
2013;6;DC;Total Electric Power Industry;Petroleum;0;01/06/2013
2013;6;DC;Combined Heat and Power, Commercial Power;Total;5967.59;01/06/2013
2013;6;DC;Combined Heat and Power, Commercial Power;Natural Gas;5967.59;01/06/2013
2013;6;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/06/2013
2013;7;DC;Total Electric Power Industry;Total;6420.78;01/07/2013
2013;7;DC;Total Electric Power Industry;Natural Gas;6420.78;01/07/2013
2013;7;DC;Total Electric Power Industry;Petroleum;0;01/07/2013
2013;7;DC;Combined Heat and Power, Commercial Power;Total;6420.78;01/07/2013
2013;7;DC;Combined Heat and Power, Commercial Power;Natural Gas;6420.78;01/07/2013
2013;7;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/07/2013
2013;8;DC;Total Electric Power Industry;Total;6690.03;01/08/2013
2013;8;DC;Total Electric Power Industry;Natural Gas;6690.03;01/08/2013
2013;8;DC;Total Electric Power Industry;Petroleum;0;01/08/2013
2013;8;DC;Combined Heat and Power, Commercial Power;Total;6690.03;01/08/2013
2013;8;DC;Combined Heat and Power, Commercial Power;Natural Gas;6690.03;01/08/2013
2013;8;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/08/2013
2013;9;DC;Total Electric Power Industry;Total;6046.5;01/09/2013
2013;9;DC;Total Electric Power Industry;Natural Gas;6046.5;01/09/2013
2013;9;DC;Total Electric Power Industry;Petroleum;0;01/09/2013
2013;9;DC;Combined Heat and Power, Commercial Power;Total;6046.5;01/09/2013
2013;9;DC;Combined Heat and Power, Commercial Power;Natural Gas;6046.5;01/09/2013
2013;9;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/09/2013
2013;10;DC;Total Electric Power Industry;Total;5590.04;01/10/2013
2013;10;DC;Total Electric Power Industry;Natural Gas;5590.04;01/10/2013
2013;10;DC;Total Electric Power Industry;Petroleum;0;01/10/2013
2013;10;DC;Combined Heat and Power, Commercial Power;Total;5590.04;01/10/2013
2013;10;DC;Combined Heat and Power, Commercial Power;Natural Gas;5590.04;01/10/2013
2013;10;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/10/2013
2013;11;DC;Total Electric Power Industry;Total;4814.12;01/11/2013
2013;11;DC;Total Electric Power Industry;Natural Gas;4814.12;01/11/2013
2013;11;DC;Total Electric Power Industry;Petroleum;0;01/11/2013
2013;11;DC;Combined Heat and Power, Commercial Power;Total;4814.12;01/11/2013
2013;11;DC;Combined Heat and Power, Commercial Power;Natural Gas;4814.12;01/11/2013
2013;11;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/11/2013
2013;12;DC;Total Electric Power Industry;Total;4794.28;01/12/2013
2013;12;DC;Total Electric Power Industry;Natural Gas;4794.28;01/12/2013
2013;12;DC;Total Electric Power Industry;Petroleum;0;01/12/2013
2013;12;DC;Combined Heat and Power, Commercial Power;Total;4794.28;01/12/2013
2013;12;DC;Combined Heat and Power, Commercial Power;Natural Gas;4794.28;01/12/2013
2013;12;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/12/2013
2014;1;DC;Total Electric Power Industry;Total;5009.12;01/01/2014
2014;1;DC;Total Electric Power Industry;Natural Gas;5009.12;01/01/2014
2014;1;DC;Total Electric Power Industry;Petroleum;0;01/01/2014
2014;1;DC;Combined Heat and Power, Commercial Power;Total;5009.12;01/01/2014
2014;1;DC;Combined Heat and Power, Commercial Power;Natural Gas;5009.12;01/01/2014
2014;1;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/01/2014
2014;2;DC;Total Electric Power Industry;Total;5087.08;01/02/2014
2014;2;DC;Total Electric Power Industry;Natural Gas;5087.08;01/02/2014
2014;2;DC;Total Electric Power Industry;Petroleum;0;01/02/2014
2014;2;DC;Combined Heat and Power, Commercial Power;Total;5087.08;01/02/2014
2014;2;DC;Combined Heat and Power, Commercial Power;Natural Gas;5087.08;01/02/2014
2014;2;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/02/2014
2014;3;DC;Total Electric Power Industry;Total;5556.82;01/03/2014
2014;3;DC;Total Electric Power Industry;Natural Gas;5556.82;01/03/2014
2014;3;DC;Total Electric Power Industry;Petroleum;0;01/03/2014
2014;3;DC;Combined Heat and Power, Commercial Power;Total;5556.82;01/03/2014
2014;3;DC;Combined Heat and Power, Commercial Power;Natural Gas;5556.82;01/03/2014
2014;3;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/03/2014
2014;4;DC;Total Electric Power Industry;Total;5125.09;01/04/2014
2014;4;DC;Total Electric Power Industry;Natural Gas;5125.09;01/04/2014
2014;4;DC;Total Electric Power Industry;Petroleum;0;01/04/2014
2014;4;DC;Combined Heat and Power, Commercial Power;Total;5125.09;01/04/2014
2014;4;DC;Combined Heat and Power, Commercial Power;Natural Gas;5125.09;01/04/2014
2014;4;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/04/2014
2014;5;DC;Total Electric Power Industry;Total;5346.6;01/05/2014
2014;5;DC;Total Electric Power Industry;Natural Gas;5346.6;01/05/2014
2014;5;DC;Total Electric Power Industry;Petroleum;0;01/05/2014
2014;5;DC;Combined Heat and Power, Commercial Power;Total;5346.6;01/05/2014
2014;5;DC;Combined Heat and Power, Commercial Power;Natural Gas;5346.6;01/05/2014
2014;5;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/05/2014
2014;6;DC;Total Electric Power Industry;Total;5610.67;01/06/2014
2014;6;DC;Total Electric Power Industry;Natural Gas;5610.67;01/06/2014
2014;6;DC;Total Electric Power Industry;Petroleum;0;01/06/2014
2014;6;DC;Combined Heat and Power, Commercial Power;Total;5610.67;01/06/2014
2014;6;DC;Combined Heat and Power, Commercial Power;Natural Gas;5610.67;01/06/2014
2014;6;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/06/2014
2014;7;DC;Total Electric Power Industry;Total;6047.25;01/07/2014
2014;7;DC;Total Electric Power Industry;Natural Gas;6047.25;01/07/2014
2014;7;DC;Total Electric Power Industry;Petroleum;0;01/07/2014
2014;7;DC;Combined Heat and Power, Commercial Power;Total;6047.25;01/07/2014
2014;7;DC;Combined Heat and Power, Commercial Power;Natural Gas;6047.25;01/07/2014
2014;7;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/07/2014
2014;8;DC;Total Electric Power Industry;Total;5983.82;01/08/2014
2014;8;DC;Total Electric Power Industry;Natural Gas;5983.82;01/08/2014
2014;8;DC;Total Electric Power Industry;Petroleum;0;01/08/2014
2014;8;DC;Combined Heat and Power, Commercial Power;Total;5983.82;01/08/2014
2014;8;DC;Combined Heat and Power, Commercial Power;Natural Gas;5983.82;01/08/2014
2014;8;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/08/2014
2014;9;DC;Total Electric Power Industry;Total;5789.14;01/09/2014
2014;9;DC;Total Electric Power Industry;Natural Gas;5789.14;01/09/2014
2014;9;DC;Total Electric Power Industry;Petroleum;0;01/09/2014
2014;9;DC;Combined Heat and Power, Commercial Power;Total;5789.14;01/09/2014
2014;9;DC;Combined Heat and Power, Commercial Power;Natural Gas;5789.14;01/09/2014
2014;9;DC;Combined Heat and Power, Commercial Power;Petroleum;0;01/09/2014
2014;10;DC;Total Electric Power Industry;Total;4704.81;01/10/2014
2014;10;DC;Total Electric Power Industry;Natural Gas;4704.81;01/10/2014
2014;10;DC;Total Electric Power Industry;Petroleum;0;01/10/2014
