DATE;Combined Heat and Power. Commercial Power;Combined Heat and Power. Electric Power;Electric Generators. Electric Utilities;Electric Generators. Independent Power Producers;Natural Gas;Other Biomass;Petroleum;Solar Thermal and Photovoltaic; Revenue_residential ;Sales_residential;Customers_residential; Price_residential ; Revenue_commercial ;Sales_commercial;Customers_commercial; Price_commercial ; Revenue_industrial ;Sales_industrial;Customers_industrial; Price_industrial ; Revenue_transportation ;Sales_transportation;Customers_transportation; Price_transportation ; Revenue_total ;Sales_total;Customers_total; Price_total ;tavg;tmin;tmax;prcp;wspd;pres
01/01/2001;0;0;0;9251;0;0;9251;0;14386;200794;0;7.16;41142;671941;0;6.12;899;21059;0;4.27;0;0;0;0;58609;923284;0;6.35;1.9;-2.2;6;56;12.7;1019.3
01/02/2001;0;0;0;0;0;0;0;0;10693;155062;0;6.9;40115;621924;0;6.45;852;19564;0;4.35;0;0;0;0;53724;823314;0;6.53;4.9;-0.2;9.9;47;15.3;1023.3
01/03/2001;0;0;0;0;0;0;0;0;9073;136367;0;6.65;46443;733506;0;6.33;1011;23974;0;4.22;0;0;0;0;58504;924844;0;6.33;6.6;1.7;11.4;101;18;1014.2
01/04/2001;0;0;0;766;0;0;766;0;7227;108247;0;6.68;41435;648962;0;6.38;996;22352;0;4.46;0;0;0;0;50637;807525;0;6.27;14.1;8.2;20;43;14.4;1019
01/05/2001;0;0;0;5921;0;0;5921;0;10153;115769;0;8.77;49759;653486;0;7.61;946;22792;0;4.15;0;0;0;0;61807;819698;0;7.54;18.8;13.6;23.9;99;12.9;1017.1
01/06/2001;0;0;0;488;0;0;488;0;14429;160848;0;8.97;76889;867973;0;8.86;1317;23560;0;5.59;0;0;0;0;93641;1082033;0;8.65;24;19.3;28.6;119;12.3;1016.2
01/07/2001;0;0;0;24107;0;0;24107;0;17709;192818;0;9.18;68218;729471;0;9.35;1299;23292;0;5.58;0;0;0;0;88298;977781;0;9.03;24;19.2;28.7;122;14;1016.3
01/08/2001;0;0;0;47587;0;0;47587;0;14930;167507;0;8.91;72164;857253;0;8.42;2217;38608;0;5.74;0;0;0;0;91973;1095931;0;8.39;26;21.7;30.4;76;11.7;1016.6
01/09/2001;0;0;0;0;0;0;0;0;9880;118041;0;8.37;62461;727899;0;8.58;1211;22096;0;5.48;0;0;0;0;76055;899616;0;8.45;20.5;15.5;25.5;37;13.3;1018.3
01/10/2001;0;0;0;3497;0;0;3497;0;6696;100293;0;6.68;51821;692839;0;7.48;962;21595;0;4.45;0;0;0;0;62327;845630;0;7.37;15.3;9.2;21.5;18;13.9;1020.5
01/11/2001;0;0;0;31622;0;0;31622;0;8411;121796;0;6.91;41895;637396;0;6.57;801;17937;0;4.47;0;0;0;0;53647;805884;0;6.66;12.6;6.9;18.4;14;12.9;1022.6
01/12/2001;0;0;0;0;0;0;0;0;8696;121325;0;7.17;43882;696176;0;6.3;993;24085;0;4.12;0;0;0;0;55903;874931;0;6.39;7.4;3;11.8;39;14;1019
01/01/2002;0;0;0;-1033;0;0;1033;0;9971;141744;0;7.03;45384;720801;0;6.3;1158;20309;0;5.7;0;0;0;0;58618;915424;0;6.4;5.3;0.8;9.9;34;14.5;1017.4
01/02/2002;0;0;0;4729;0;0;4729;0;7284;94343;0;7.72;38015;599549;0;6.34;722;20131;0;3.59;0;0;0;0;47966;743199;0;6.45;5.9;0.3;11.4;12;16.5;1019.3
01/03/2002;0;0;0;11399;0;0;11399;0;8664;128102;0;6.76;42899;687437;0;6.24;974;22801;0;4.27;0;0;0;0;54491;869233;0;6.27;8.6;3.2;14.1;86;16.4;1021
01/04/2002;0;0;0;22998;0;0;22998;0;7167;105133;0;6.82;39786;623371;0;6.38;907;20132;0;4.51;0;0;0;0;49706;776936;0;6.4;15.5;9.7;21.3;88;16.1;1019.8
01/05/2002;0;0;0;-616;0;0;616;0;12951;163190;0;7.94;58161;686478;0;8.47;994;20422;0;4.87;0;0;0;0;74194;899098;0;8.25;18.4;12.6;24.1;55;15.1;1017.9
01/06/2002;0;0;0;30828;0;0;30828;0;15218;167168;0;9.1;69391;820535;0;8.46;1257;22274;0;5.64;0;0;0;0;88227;1040705;0;8.48;24.5;19;29.9;97;12.6;1016.6
01/07/2002;0;0;0;101334;0;0;101334;0;14213;154387;0;9.21;70152;825729;0;8.5;1147;21143;0;5.42;0;0;0;0;88587;1056230;0;8.39;27.1;22.2;32;56;13.3;1016.6
01/08/2002;0;0;0;85726;0;0;85726;0;25030;264166;0;9.48;69345;827514;0;8.38;1410;24540;0;5.75;0;0;0;0;98458;1152108;0;8.55;27.2;22;32.4;41;13.7;1018.2
01/09/2002;0;0;0;3170;0;0;3170;0;15684;182682;0;8.59;67029;786940;0;8.52;1379;25277;0;5.46;0;0;0;0;86559;1029696;0;8.41;22.7;17.8;27.6;53;13.8;1018.3
01/10/2002;0;0;0;-565;0;0;565;0;6227;100390;0;6.2;49949;741658;0;6.73;1871;37087;0;5.04;0;0;0;0;60655;924652;0;6.56;14.7;10.8;18.7;127;13.1;1019.7
01/11/2002;0;0;0;421;0;0;421;0;8380;119731;0;7;39424;624849;0;6.31;1162;24949;0;4.66;0;0;0;0;50954;799984;0;6.37;8.4;4.1;12.6;110;14.6;1016.2
01/12/2002;0;0;0;3589;0;0;3589;0;12034;169066;0;7.12;43436;700225;0;6.2;1013;23332;0;4.34;0;0;0;0;58472;921477;0;6.35;2.8;-1.2;6.9;113;14.1;1018.5
01/01/2003;0;0;0;9933;0;0;9933;0;12980;183692;0;7.07;45169;728044;0;6.2;964;18698;0;5.16;3259;26190;0;12.44;62373;956625;0;6.52;-0.5;-4.1;3;61;16.8;1017.8
01/02/2003;0;0;0;12549;0;0;12549;0;11911;169705;0;7.02;40717;637796;0;6.38;727;14505;0;5.01;1462;17971;0;8.14;54817;839977;0;6.53;0.9;-2.5;4.3;138;14.2;1018.1
01/03/2003;0;0;0;13086;0;0;13086;0;10105;145032;0;6.97;42510;673239;0;6.31;1132;24025;0;4.71;1760;24061;0;7.31;55506;866356;0;6.41;8.3;2.7;13.9;107;14.4;1016.9
01/04/2003;0;0;0;764;0;0;764;0;6718;97582;0;6.88;44901;696800;0;6.44;840;17349;0;4.84;1655;22316;0;7.42;54113;834047;0;6.49;12.7;7.4;17.9;65;16.1;1017
01/05/2003;0;0;0;1614;0;0;1614;0;7543;85350;0;8.84;57610;704529;0;8.18;1002;13705;0;7.31;1682;23158;0;7.26;67838;826742;0;8.21;16.4;12.6;20.2;181;12.6;1015.1
01/06/2003;0;0;0;3552;0;0;3552;0;12795;142207;0;9;64626;764803;0;8.45;1235;18223;0;6.78;1627;23914;0;6.8;80283;949147;0;8.46;21.8;17.5;26.2;200;12.4;1014.2
01/07/2003;0;0;0;10741;0;0;10741;0;19350;211748;0;9.14;72362;847695;0;8.54;1302;22352;0;5.82;1756;25829;0;6.8;94771;1107624;0;8.56;25.4;21.2;29.6;147;12.8;1015.6
01/08/2003;0;0;0;24567;0;0;24567;0;19329;215581;0;8.97;71913;838579;0;8.58;1314;21224;0;6.19;1839;27301;0;6.74;94395;1102686;0;8.56;26;22;29.9;118;11.3;1016.9
01/09/2003;0;0;0;-599;0;0;599;0;12734;152325;0;8.36;62105;721287;0;8.61;1286;21491;0;5.98;1772;25878;0;6.85;77897;920981;0;8.46;21.3;17.1;25.4;175;14.1;1018.3
01/10/2003;0;0;0;-625;0;0;625;0;4708;73881;0;6.37;50976;732488;0;6.96;1246;20187;0;6.17;1705;23555;0;7.24;58634;850111;0;6.9;14.1;9.3;18.9;100;12.8;1017.1
01/11/2003;0;0;0;-645;0;0;645;0;9000;131909;0;6.82;43418;668397;0;6.5;1882;37367;0;5.04;1820;25815;0;7.05;56119;863488;0;6.5;11.7;6.9;16.5;107;12.7;1019.7
01/12/2003;0;0;0;-793;0;0;793;0;10404;145290;0;7.16;39069;625690;0;6.24;1951;38122;0;5.12;1479;19498;0;7.59;52903;828600;0;6.38;3.9;-0.2;8.1;110;16;1019.4
01/01/2004;0;0;0;15820;0;0;15820;0;14540;201936;0;7.2;46102;715766;0;6.44;1284;28408;0;4.52;745;25652;0;2.9;62670;971762;0;6.45;-0.9;-5;3.2;35;16.9;1018.3
01/02/2004;0;0;0;1829;0;0;1829;0;11798;162229;0;7.27;47752;733345;0;6.51;1112;22908;0;4.85;2897;21389;0;13.54;63559;939871;0;6.76;3.4;-1.3;8.1;58;14.2;1023
01/03/2004;0;0;0;549;0;0;549;0;9007;125615;0;7.17;44105;695796;0;6.34;952;21836;0;4.36;651;22532;0;2.89;54716;865779;0;6.32;9.3;4;14.5;53;15.6;1021.7
01/04/2004;0;0;0;-563;0;0;563;0;8104;116221;0;6.97;43591;681841;0;6.39;1281;27569;0;4.65;2807;21710;0;12.93;55783;847340;0;6.58;14;9;19.1;98;16.3;1014.9
01/05/2004;0;0;0;2674;0;0;2674;0;11253;131460;0;8.56;63062;755708;0;8.34;1303;27094;0;4.81;801;26144;0;3.06;76419;940406;0;8.13;22.1;17.1;27;76;14.2;1016.8
01/06/2004;0;0;0;6154;0;0;6154;0;16012;164292;0;9.75;61096;730298;0;8.37;956;16274;0;5.87;1862;28052;0;6.64;79926;938915;0;8.51;23;18.5;27.4;117;13.8;1016.9
01/07/2004;0;0;0;1680;0;0;1680;0;18703;201043;0;9.3;77963;900708;0;8.66;1783;30796;0;5.79;3779;32709;0;11.55;102228;1165257;0;8.77;25.8;21.8;29.9;177;12.5;1014.4
01/08/2004;0;0;0;4605;0;0;4605;0;19746;217837;0;9.06;76694;894690;0;8.57;1401;24377;0;5.75;2164;28240;0;7.66;100005;1165143;0;8.58;24.3;20.3;28.3;129;12.5;1016.6
01/09/2004;0;0;0;1001;0;0;1001;0;10590;123126;0;8.6;67140;780268;0;8.6;1236;22087;0;5.6;2200;26692;0;8.24;81165;952173;0;8.52;22;17.8;26.1;101;11.5;1020
01/10/2004;0;0;0;-634;0;0;634;0;7801;107805;0;7.24;50553;710881;0;7.11;954;20321;0;4.69;740;24856;0;2.98;60048;863863;0;6.95;14.6;10.4;18.7;44;10.4;1017.9
01/11/2004;0;0;0;-698;0;0;698;0;7468;113288;0;6.59;45514;677071;0;6.72;902;20056;0;4.5;1985;22429;0;8.85;55867;832844;0;6.71;10.5;6.1;14.9;115;11.3;1021.8
01/12/2004;0;0;0;4070;0;0;4070;0;11768;169582;0;6.94;0;0;0;0;0;0;0;0;1778;23660;0;7.51;60063;931492;0;6.45;4.4;-0.1;8.9;78;13.5;1019.3
01/01/2005;0;0;0;2093;0;0;2093;0;13144;176397;0;7.45;0;0;0;0;0;0;0;0;1801;23064;0;7.81;71793;981857;0;7.31;2.2;-1.6;6.1;84;14.2;1023.9
01/02/2005;0;0;0;215;0;0;215;0;12336;147164;0;8.38;0;0;0;0;0;0;0;0;1731;20608;0;8.4;82573;894050;0;9.24;4.2;-0.6;9;41;13.5;1021.4
01/03/2005;0;0;0;-1094;0;0;1094;0;10487;120841;0;8.68;0;0;0;0;0;0;0;0;1859;28189;0;6.59;83396;1025262;0;8.13;6.1;1.5;10.6;113;15.7;1012.5
01/04/2005;0;0;0;-599;0;0;599;0;9415;107403;0;8.77;0;0;0;0;0;0;0;0;1694;23136;0;7.32;73412;832465;0;8.82;14;8.4;19.5;110;14.9;1013.6
01/05/2005;0;0;0;-610;0;0;610;0;9513;123519;0;7.7;0;0;0;0;0;0;0;0;1810;24312;0;7.44;66288;714130;0;9.28;16.5;11.4;21.6;117;14.5;1015.3
01/06/2005;0;0;0;42336;0;0;42336;0;17523;185982;0;9.42;0;0;0;0;0;0;0;0;1904;27535;0;6.91;101202;1081450;0;9.36;24.2;19.5;29;73;13.6;1015.9
01/07/2005;0;0;0;90491;0;0;90491;0;22938;227393;0;10.09;0;0;0;0;0;0;0;0;2405;30716;0;7.83;122052;1238893;0;9.85;27;22.6;31.4;98;10.7;1016.1
01/08/2005;0;0;0;75277;0;0;75277;0;22080;220582;0;10.01;0;0;0;0;0;0;0;0;2558;31601;0;8.09;120588;1232767;0;9.78;26.7;22.3;31.1;59;11.5;1016.3
01/09/2005;0;0;0;3973;0;0;3973;0;16480;163705;0;10.07;0;0;0;0;0;0;0;0;2466;29003;0;8.5;102285;1054109;0;9.7;23.8;18.4;29.3;3;12.4;1019.3
01/10/2005;0;0;0;9168;0;0;9168;0;10734;108288;0;9.91;0;0;0;0;0;0;0;0;1975;27943;0;7.07;84253;900264;0;9.36;15.8;11.7;19.9;239;14.3;1016.9
01/11/2005;0;0;0;3;0;0;3;0;10848;123286;0;8.8;0;0;0;0;0;0;0;0;1843;25808;0;7.14;83365;881804;0;9.45;10;4.6;15.4;49;14.9;1018.4
01/12/2005;0;0;0;4789;0;0;4789;0;20949;233711;0;8.96;0;0;0;0;0;0;0;0;1953;33653;0;5.8;93758;979155;0;9.58;2.4;-1.4;6.2;85;13.1;1018.1
01/01/2006;0;0;0;2352;0;0;2352;0;17248;184740;0;9.34;50365;583698;0;8.63;3031;22620;0;13.4;1660;21185;0;7.84;72304;812242;0;8.9;6.1;1.5;10.7;83;16.2;1016.3
01/02/2006;0;0;0;1474;0;0;1474;0;12160;149832;0;8.12;70771;690895;0;10.24;2983;18827;0;15.84;2418;22067;0;10.96;88332;881621;0;10.02;3.6;-0.9;8.1;63;15.6;1017.3
01/03/2006;0;0;0;-329;0;0;329;0;13741;160849;0;8.54;74932;723714;0;10.35;2982;17937;0;16.62;2529;23067;0;10.96;94184;925566;0;10.18;8.8;3.4;14.1;1;17.3;1017.4
01/04/2006;0;0;0;150;0;0;150;0;9239;103528;0;8.92;73603;692208;0;10.63;2496;16449;0;15.17;2484;23223;0;10.7;87821;835408;0;10.51;15.2;9.5;20.9;79;14.8;1014.6
01/05/2006;0;0;0;1706;0;0;1706;0;9146;95390;0;9.59;81851;783390;0;10.45;2688;18200;0;14.77;2592;24184;0;10.72;96277;921164;0;10.45;18.3;12.8;23.8;56;13.6;1012.2
01/06/2006;0;0;0;3743;0;0;3743;0;18129;166893;0;10.86;111526;887694;0;12.56;4317;15836;0;27.26;2947;26703;0;11.04;136919;1097126;0;12.48;23.6;18.7;28.5;356;13.4;1014.7
01/07/2006;0;0;0;22549;0;0;22549;0;22598;209031;0;10.81;73998;774701;0;9.55;4645;21203;0;21.91;2876;30567;0;9.41;104117;1035502;0;10.05;26.9;22.2;31.6;90;13;1016.4
01/08/2006;0;0;0;47754;0;0;47754;0;22041;202884;0;10.86;77521;745795;0;10.39;3547;20705;0;17.13;3112;31427;0;9.9;106220;1000811;0;10.61;26.9;22;31.8;26;13.7;1015.9
01/09/2006;0;0;0;-516;0;0;516;0;16761;147193;0;11.39;103933;804725;0;12.92;4676;27680;0;16.89;3323;27354;0;12.15;128693;1006952;0;12.78;19.8;15.8;23.8;160;12.7;1016.2
01/10/2006;0;0;0;553;0;0;553;0;10874;105359;0;10.32;107808;834597;0;12.92;4649;26535;0;17.52;2832;25201;0;11.24;126164;991693;0;12.72;14;9.1;19;129;12.8;1016.2
01/11/2006;0;0;0;-659;0;0;659;0;12209;135776;0;8.99;93520;784494;0;11.92;4158;23484;0;17.71;2919;25472;0;11.46;112807;969226;0;11.64;10.3;5.9;14.7;131;13.1;1019.3
01/12/2006;0;0;0;2690;0;0;2690;0;15846;160634;0;9.86;88383;723921;0;12.21;1634;10367;0;15.76;2839;24190;0;11.74;108703;919112;0;11.83;6.7;1.9;11.6;40;11.4;1023.3
01/01/2007;0;0;0;-518;0;0;518;0;16058;160463;211638;10.01;84200;757717;27876;11.11;2303;27181;2;8.47;2717;26716;1;10.17;105278;972078;239517;10.83;4.8;0.6;9;63;14.6;1019.7
01/02/2007;0;0;0;2682;0;0;2682;0;17865;180504;211831;9.9;82634;740872;27530;11.15;2685;29522;2;9.09;2738;25166;1;10.88;105922;976064;239364;10.85;-0.6;-4.7;3.4;56;16;1017.1
01/03/2007;0;0;0;-239;0;0;239;0;16115;169272;211789;9.52;81980;680879;27464;12.04;1849;19936;2;9.27;2902;24804;1;11.7;102847;894891;239256;11.49;8.7;2.9;14.5;81;16.4;1021.9
01/04/2007;0;0;0;-316;0;0;316;0;10943;111178;211343;9.84;80552;715428;27321;11.26;2107;25077;2;8.4;2818;24297;1;11.6;96419;875980;238667;11.01;11.9;6.8;17;106;15.4;1013.1
01/05/2007;0;0;0;-318;0;0;318;0;11849;123591;211363;9.59;93302;820620;27339;11.37;1846;22619;2;8.16;2678;25904;1;10.34;109676;992734;238705;11.05;19.9;14.4;25.4;45;13.9;1020.2
01/06/2007;0;0;0;14143;0;0;14143;0;20571;171679;211524;11.98;105673;861360;27408;12.27;2421;24215;2;10;3234;29410;1;11;131899;1086665;238935;12.14;24.4;19.4;29.4;35;12.6;1015
01/07/2007;0;0;0;11312;0;0;11312;0;27286;214536;212475;12.72;115692;912584;27313;12.68;2673;25645;2;10.42;3492;30180;1;11.57;149143;1182945;239791;12.61;26.2;20.9;31.6;61;12.2;1015
01/08/2007;0;0;0;40581;0;0;40581;0;27936;222134;212270;12.58;116984;908675;27128;12.87;2487;22720;2;10.95;3707;30356;1;12.21;151113;1183885;239401;12.76;26.5;21.6;31.3;88;11.6;1015.6
01/09/2007;0;0;0;5516;0;0;5516;0;21031;171792;212193;12.24;100148;805308;26988;12.44;2425;25037;2;9.69;3408;30376;1;11.22;127012;1032513;239184;12.3;22.7;17.5;28;15;11.5;1020.4
01/10/2007;0;0;0;3636;0;0;3636;0;15785;130940;213463;12.06;99701;793132;27087;12.57;2561;24987;2;10.25;3147;26762;1;11.76;121194;975821;240553;12.42;19.4;14.2;24.6;166;11.8;1019
01/11/2007;0;0;0;-707;0;0;707;0;13149;124094;214141;10.6;88385;734541;26842;12.03;2131;23636;2;9.02;3085;26795;1;11.51;106750;909065;240986;11.74;9.8;5.3;14.3;37;13.7;1019.6
01/12/2007;0;0;0;-521;0;0;521;0;21659;189379;214627;11.44;94127;787674;26650;11.95;2168;26111;2;8.3;2882;24379;1;11.82;120836;1027542;241280;11.76;5.4;1.9;8.8;83;12.3;1021.1
01/01/2008;0;0;0;2997;0;0;2997;0;19624;182697;215939;10.74;90883;735363;26706;12.36;2465;24599;1;10.02;3346;26744;1;12.51;116318;969404;242647;12;4.4;0.1;8.7;35;13.7;1021.6
01/02/2008;0;0;0;1258;0;0;1258;0;17358;161788;215853;10.73;87677;682941;26694;12.84;2218;21762;1;10.19;2827;24008;1;11.78;110080;890500;242549;12.36;5;0.1;9.9;106;13.8;1017.4
01/03/2008;0;0;0;401;0;0;401;0;16017;144578;215616;11.08;86371;668845;26678;12.91;2583;23894;1;10.81;2853;23775;1;12;107824;861093;242296;12.52;9.4;4.3;14.6;71;15.7;1018.8
01/04/2008;0;0;0;0;0;0;0;0;13409;120129;216511;11.16;88563;667507;26699;13.27;2287;21431;1;10.67;3155;26147;1;12.07;107415;835214;243212;12.86;14.9;10;19.7;125;12.7;1018
01/05/2008;0;0;0;0;0;0;0;0;11883;107888;216379;11.01;99534;755796;26736;13.17;2154;20420;1;10.55;2851;23257;1;12.26;116423;907361;243117;12.83;18.1;12.7;23.5;271;14.8;1011.7
01/06/2008;0;0;0;50119;0;0;50119;0;23143;174827;216290;13.24;126752;924944;26716;13.7;2350;21266;1;11.05;3413;27377;1;12.47;155657;1148414;243008;13.55;25.4;20.2;30.7;122;11.7;1014.5
01/07/2008;0;0;0;8742;0;0;8742;0;35184;236281;217058;14.89;126690;908103;26695;13.95;2000;22848;1;8.75;4125;30855;1;13.37;167998;1198086;243755;14.02;27.1;22.2;32.1;91;11.3;1014.9
01/08/2008;0;0;0;5479;0;0;5479;0;29935;207307;216835;14.44;113005;820121;26754;13.78;2434;19699;1;12.36;4491;27503;1;16.33;149864;1074630;243591;13.95;25.5;20.6;30.3;31;11.3;1014.7
01/09/2008;0;0;0;579;0;0;579;0;21358;152988;217338;13.96;107898;787637;26680;13.7;2755;21000;1;13.12;4443;27273;1;16.29;136454;988898;244020;13.8;23.2;18.8;27.7;163;12.2;1019.3
01/10/2008;0;0;0;2741;0;0;2741;0;16948;119867;218643;14.14;99075;727003;26667;13.63;1999;18948;1;10.55;4231;25840;1;16.37;122252;891659;245312;13.71;14.8;9.8;19.9;29;12.6;1021.7
01/11/2008;0;0;0;0;0;0;0;0;16303;125379;219157;13;93556;713174;26696;13.12;2229;21559;1;10.34;4046;24730;1;16.36;116134;884842;245855;13.12;8.1;4.3;11.8;62;13;1018.3
01/12/2008;0;0;0;0;0;0;0;0;23707;181910;220113;13.03;94439;739882;26709;12.76;1911;19620;1;9.74;3979;24721;1;16.1;124036;966134;246824;12.84;4.6;0.2;9;75;14.9;1020.9
