DATE;Combined Heat and Power. Commercial Power;Combined Heat and Power. Electric Power;Electric Generators. Electric Utilities;Electric Generators. Independent Power Producers;Natural Gas;Other Biomass;Petroleum;Solar Thermal and Photovoltaic; Revenue_residential ;Sales_residential;Customers_residential; Price_residential ; Revenue_commercial ;Sales_commercial;Customers_commercial; Price_commercial ; Revenue_industrial ;Sales_industrial;Customers_industrial; Price_industrial ; Revenue_transportation ;Sales_transportation;Customers_transportation; Price_transportation ; Revenue_total ;Sales_total;Customers_total; Price_total ;tavg;tmin;tmax;prcp;wspd;pres
01/09/2017;5197;0;0;0;2999;2198;0;0;26476.61;202431;268685;13.08;79032.41;671683.62;26165.0;11.77;1233.73;15179.53;1.0;8.13; 2185.4 ;28582.45;3.0;7.65;108928.16;917877;294854;11.87;22.3;17.9;27.1;36.4;12.1;1019.8
01/10/2017;4692;0;0;0;0;4692;0;0;22837.53;169973;268280;13.44;79780.86;665784.95;26120.0;11.98;1312.64;16068.03;1.0;8.17; 2246.11 ;27702.58;3.0;8.11;106177.14;879529;294404;12.07;18.1;13.4;23.1;51.2;13;1014.6
01/11/2017;4285;0;0;0;118;4167;0;0;24251.9;173266;269477;14;73700.48;605042.68;26164.0;12.18;1228;14968.42;1.0;8.2; 2308.33 ;29549.17;3.0;7.81;101488.71;822826;295645;12.33;9.6;5;14.8;51;13.5;1019.1
01/12/2017;5902;0;0;0;597;5305;0;0;25108.83;189058;269947;13.28;79029.85;674241.26;26199.0;11.72;1344.06;16806.16;1.0;8; 2206.69 ;28479.86;3.0;7.75;107689.43;908586;296150;11.85;3.9;0.1;7.9;12.9;13.2;1021.6
01/01/2018;6937;0;0;0;2665;4272;0;0;31834.16;258815;270939;12.3;83082.29;697949.73;26220.0;11.9;1204.95;14582.03;1.0;8.26; 2124.17 ;21197.93;3.0;10.02;118245.57;992545;297163;11.91;1.6;-2.9;7.1;23.9;15.9;1018.6
01/02/2018;7593;0;0;0;2289;5304;0;0;26515.11;198222;272136;13.38;72087.74;586755.98;26208.0;12.29;1293.61;15421.7;1.0;8.39; 2657.75 ;27554.37;3.0;9.65;102554.2;827954;298348;12.39;7.1;2.8;12;121.7;14.1;1018.5
01/03/2018;8844;0;0;0;3068;5776;0;0;25135.57;206283;272986;12.19;73721.93;702649.09;26236.0;10.49;1292.42;16287.04;1.0;7.94; 2332.0 ;26533.9;3.0;8.79;102481.91;951753;299226;10.77;6.1;1.9;11.1;48.8;18.9;1017.4
01/04/2018;9549;0;0;0;4442;5107;0;0;24094.59;175586;273286;13.72;77214.54;607286.65;26251.0;12.71;1292.9;15304.22;1.0;8.45; 2561.85 ;26584.3;3.0;9.64;105163.88;824761;299541;12.75;12.3;7.3;18.1;91.3;17.3;1017.4
01/05/2018;3814;0;0;0;903;4717;0;0;22972.02;167339;273488;13.73;78059.94;672944.94;26275.0;11.6;1283.08;15986.09;1.0;8.03; 2474.69 ;27199.17;3.0;9.1;104789.73;883469;299767;11.86;22;17.4;27.5;221.7;12.9;1016.7
01/06/2018;6552;0;0;0;2223;4329;0;0;26754.99;221775;273730;12.06;83299.48;693790.23;26294.0;12.01;1582.28;18468.52;1.0;8.57; 2530.18 ;27730.12;3.0;9.12;114166.93;961764;300028;11.87;24.2;19.9;29.2;132.3;12.2;1016
01/07/2018;9104;0;0;0;4542;4562;0;0;31562.18;262975;274517;12;90600.98;794489.83;26380.0;11.4;1596.02;19899.44;1.0;8.02; 2780.36 ;31758.14;3.0;8.75;126539.54;1109122;300901;11.41;26.8;22.7;31.4;247.2;12.2;1015.6
01/08/2018;4698;0;0;0;368;4330;0;0;33371.52;265653;275431;12.56;96555.32;782776.7;26409.0;12.34;1525.05;17869.88;1.0;8.53; 2772.32 ;29318.17;3.0;9.46;134224.21;1095618;301844;12.25;26.8;22.9;31.6;131.9;11.4;1017
01/09/2018;6007;0;0;0;1860;4147;0;0;30219.55;240595;275959;12.56;83437.57;708536.75;26426.0;11.78;992.54;11822.04;1.0;8.4; 2687.87 ;26934.12;3.0;9.98;117337.53;987888;302389;11.88;23.8;20.6;27.7;247.2;13;1020.3
01/10/2018;3796;0;0;0;731;4527;0;0;26226.7;192834;276499;13.6;83126.09;681829.07;26413.0;12.19;1514.65;18525.44;1.0;8.18; 3015.42 ;30437.2;3.0;9.91;113882.86;923625;302916;12.33;16.7;12.8;21.1;77.8;13.2;1018.4
01/11/2018;4205;0;0;0;202;4407;0;0;26044.2;188164;277376;13.84;83919.08;670869.64;26445.0;12.51;518.69;6584.1;1.0;7.88; 3114.57 ;31349.04;3.0;9.94;113596.54;896967;303825;12.66;8.1;4.5;11.7;192.4;14.2;1019.3
01/12/2018;8232;0;0;0;3149;5083;0;0;28138.34;214000;279010;13.15;80647.44;636346.42;26473.0;12.67;1886.02;21911.51;1.0;8.61; 3074.02 ;30184.54;3.0;10.18;113745.81;902443;305487;12.6;6.2;2.7;10;147.8;12.4;1020
01/01/2019;14698;0;0;436;10101;4597;0;436;29870.56;229644;279972;13.01;85249.69;686121.52;26474.0;12.42;1043.09;12366.52;1.0;8.43; 2660.93 ;26181.75;3.0;10.16;118824.27;954314;306450;12.45;2.9;-1;6.8;84;15.6;1019.8
01/02/2019;12129;0;0;429;7711;4418;0;429;28118.01;215914;279980;13.02;74949.28;570046.08;26477.0;13.15;1399.33;16273.96;1.0;8.6; 2682.24 ;26132.33;3.0;10.26;107148.85;828366;306461;12.94;5.7;1.4;10;90;13.3;1021.6
01/03/2019;14354;0;0;666;9836;4518;0;666;29033.56;212468;280372;13.66;77193.85;645476.98;26451.0;11.96;1385.08;16437.31;1.0;8.43; 2657.42 ;25474.17;3.0;10.43;110269.92;899856;306827;12.25;8.2;3.4;13;102;16.1;1020.7
01/04/2019;13221;0;0;700;8571;4650;0;700;22248.51;155616;281090;14.3;74500.03;590126.73;26440.0;12.62;1316.94;15616.8;1.0;8.43; 2407.94 ;23396.31;3.0;10.29;100473.42;784756;307534;12.8;16.9;11.4;22.3;57;14.7;1015.9
01/05/2019;11655;0;0;1017;7276;4379;0;1017;25161.62;181246;281400;13.88;87588.59;691830.74;26440.0;12.66;1649.51;19962.96;1.0;8.26; 3010.78 ;29075.28;3.0;10.36;117410.49;922115;307844;12.73;21.6;16.9;26.4;126;13.7;1014.6
01/06/2019;14609;0;0;903;10232;4377;0;903;25434.52;210125;282017;12.1;81160.13;686190.32;26465.0;11.83;1486.44;18280.68;1.0;8.13; 2765.29 ;27738.74;3.0;9.97;110846.37;942335;308486;11.76;24.6;19.7;29.6;109;14.7;1014
01/07/2019;13347;0;0;962;8571;4776;0;962;36522.19;300013;282669;12.17;94452.35;782335.99;26481.0;12.07;1397.07;17452.46;1.0;8.01; 3359.47 ;36961.42;3.0;9.09;135731.09;1136763;309154;11.94;27.8;22.9;32.7;165;11.6;1015.3
01/08/2019;13953;0;0;876;9016;4937;0;876;33079.75;266944;282656;12.39;87730.16;776588.52;26458.0;11.3;1049.69;13400.83;1.0;7.83; 2550.94 ;29801.44;3.0;8.56;124410.54;1086735;309118;11.45;26.7;21.9;31.5;51;11.7;1015.1
01/09/2019;13711;0;0;897;9508;4203;0;897;29259.92;228783;282994;12.79;79521.57;649682.7;26454.0;12.24;1182.19;15000.71;1.0;7.88; 5731.42 ;65414.91;3.0;8.76;115695.1;958881;309452;12.07;24.7;19.6;29.9;7;12.5;1019.1
01/10/2019;13042;0;0;733;9033;4009;0;733;24635.22;182912;283573;13.47;81335.98;659180.61;26490.0;12.34;242.5;2918.65;1.0;8.31; 9.61 ;55.7;3.0;17.26;106223.32;845067;310067;12.57;17.9;13.3;22.4;169;13.5;1018.4
01/11/2019;13165;0;0;656;8106;5059;0;656;23170.06;168211;285101;13.77;75722.2;592458.98;26489.0;12.78;1351.38;16409.51;1.0;8.24; 2894.52 ;33326.45;3.0;8.69;103138.15;810406;311594;12.73;7.8;3.5;12.2;35;14.1;1019.6
01/12/2019;17367;0;0;554;12162;5205;0;554;24152.54;195044;285498;12.38;75591.54;622265.85;26532.0;12.15;1270.76;15511.63;1.0;8.19; 2468.55 ;25987.51;3.0;9.5;103483.38;858809;312034;12.05;5.7;1.6;9.7;83;12.1;1019.1
01/01/2020;17150;0;0;682;11938;5210;2;682;28181.01;227583;286238;12.38;74537.14;630459.95;26574.0;11.82;1348.21;16543.95;1.0;8.15; 2887.01 ;31637.76;3.0;9.13;106953.37;906225;312816;11.8;5.8;1.7;9.9;71;14;1021.3
01/02/2020;17570;0;0;724;12723;4845;2;724;23126.65;180593;286787;12.81;71145.25;592967.33;26566.0;12;1275.78;15690.66;1.0;8.13; 2578.75 ;26717.14;3.0;9.65;98126.44;815968;313357;12.03;6.6;2.1;11.1;82;14.2;1017.7
01/03/2020;14348;0;0;1142;8875;5472;1;1142;21729.36;166769;287492;13.03;64380.12;530477.67;26573.0;12.14;2203.1;27099.28;1.0;8.13; 2290.75 ;23135.33;3.0;9.9;90603.33;747481;314069;12.12;11.8;6.8;16.7;59;14.9;1020.3
01/04/2020;10773;0;0;1257;5761;5011;1;1257;20497.49;165143;287943;12.41;62672.66;515316.25;26678.0;12.16;663.09;8056.73;1.0;8.23; 2320.76 ;23567.38;3.0;9.85;86154;712084;314625;12.1;12.9;7.9;18;160;15.8;1012.5
01/05/2020;11126;0;0;1398;6395;4729;2;1398;23303.8;182488;289030;12.77;67757.93;548178.75;26693.0;12.36;674.85;8248.73;1.0;8.18; 2419.89 ;24609.02;3.0;9.83;94156.46;763525;315727;12.33;17.6;12.9;22.4;63;15.8;1017.6
01/06/2020;14890;0;0;1272;10273;4615;2;1272;25497.81;199570;290568;12.78;61277.87;506937.02;26710.0;12.09;1151.23;14408.2;1.0;7.99; 2193.68 ;20912.45;3.0;10.49;90120.6;741827;317282;12.15;25;20.3;29.6;89;13.9;1015.9
01/07/2020;17545;0;0;1363;13981;3562;2;1363;35937.71;304213;291118;11.81;76293.58;672746.27;26713.0;11.34;1213.29;15465.85;1.0;7.85; 2231.02 ;22703.48;3.0;9.83;115675.61;1015128;317835;11.4;28.8;23.9;33.7;165;11.7;1014.4
01/08/2020;18523;0;0;1191;14787;3734;2;1191;32510.92;268278;291631;12.12;69975.34;614182.73;26711.0;11.39;1304.46;16428.51;1.0;7.94; 2516.59 ;26496.29;3.0;9.5;106307.3;925386;318346;11.49;26.4;22.3;30.6;222;11.8;1014.8
01/09/2020;17492;0;0;1007;13231;4259;2;1007;27679.74;220628;292733;12.55;67687.51;574344.0;26704.0;11.79;581.48;7348.58;1.0;7.91; 2246.78 ;22447.09;3.0;10.01;98195.51;824767;319441;11.91;21.2;16.9;25.5;141;11.4;1019.1
01/10/2020;17472;0;0;996;12782;4689;1;996;22670.6;166580;293612;13.61;63930.61;532045.87;26700.0;12.02;600.75;7560.58;1.0;7.95; 2667.39 ;29659.83;3.0;8.99;89869.35;735846;320316;12.21;16.6;12.2;21;124;12.3;1019.4
01/11/2020;14368;0;0;844;9893;4474;1;844;22408.34;167862;293930;13.35;61828.42;541905.14;26724.0;11.41;1585.45;18449.05;1.0;8.59; 2409.97 ;24903.58;3.0;9.68;88232.17;753119;320658;11.72;12.4;7.5;17.3;156;12.3;1022.4
01/12/2020;17152;0;0;821;12897;4253;2;821;26297.15;202882;294511;12.96;66272.37;554999.03;26719.0;11.94;2279.49;31043.88;1.0;7.34; 5143.18 ;55492.65;3.0;9.27;99992.18;844418;321234;11.84;5.3;1.3;9.2;126;14.4;1018.5
01/01/2021;16765;0;0;779;12155;4607;3;779;29320.61;240081;294941;12.21;67751.77;581676.7;26724.0;11.65;1454.78;19552.88;1.0;7.44; 2128.88 ;24164.78;3.0;8.81;100656.04;865476;321669;11.63;3.7;-0.1;7.5;49;13.9;1017.8
01/02/2021;14897;0;0;774;11396;3495;6;774;26941.25;211452;295626;12.74;65645.06;518882.72;26734.0;12.65;1096.68;14512.07;1.0;7.56; 1872.57 ;18790.3;3.0;9.97;95555.55;763637;322364;12.51;3.2;-0.2;6.7;118;15.2;1019.7
01/03/2021;16421;0;0;1151;12237;4181;3;1151;25243.69;196065;296649;12.88;62858.38;516644.79;26692.0;12.17;1013.43;14226.7;1.0;7.12; 2034.75 ;21991.99;3.0;9.25;91150.25;748928;323345;12.17;10.7;5.3;16.1;97;15;1021.7
01/04/2021;11631;0;0;1355;6419;5209;3;1355;20880.93;156895;297518;13.31;59843.8;495799.62;26718.0;12.07;1042.2;14017.86;1.0;7.43; 2077.67 ;21229.44;3.0;9.79;83844.6;687942;324240;12.19;14.5;8.7;20.4;56;15.4;1014.2
01/05/2021;15940;0;0;2170;10618;5319;3;2170;24019.98;179799;297799;13.36;71692.57;566943.53;26754.0;12.65;2779.35;32810.48;1.0;8.47; 2228.58 ;24707.37;3.0;9.02;100720.48;804260;324557;12.52;18.9;13.1;24.7;96;13.6;1019.2
01/06/2021;18097;0;0;1933;13454;4639;4;1933;28217.59;217785;298233;12.96;76559.14;616240.87;26774.0;12.42;1068.51;14678.55;1.0;7.28; 2535.34 ;29150.64;3.0;8.7;108380.58;877855;325011;12.35;24.8;20.1;29.4;140;13.9;1016.6
01/07/2021;19122;0;0;2056;14513;4606;3;2056;36060.06;280174;298534;12.87;91394.5;710253.04;26778.0;12.87;2695.43;34312.17;1.0;7.86; 2101.37 ;23339.09;3.0;9;132251.36;1048078;325316;12.62;27.1;22.4;31.9;108;12.8;1015.5
01/08/2021;17688;0;0;1906;13462;4223;3;1906;37107.57;283788;299078;13.08;96881.26;706728.95;26809.0;13.71;1124.03;15457.73;1.0;7.27; 2751.72 ;32143.62;3.0;8.56;137864.58;1038118;325891;13.28;27.1;22.6;31.7;230;10.5;1017.4
01/09/2021;17277;0;0;1845;12960;4315;2;1845;27294.81;209626;299660;13.02;73048.6;567739.31;26835.0;12.87;2149.42;26930.85;1.0;7.98; 1946.51 ;17460.35;3.0;11.15;104439.34;821756;326499;12.71;22.9;18.2;27.6;103;12.2;1016.4
01/10/2021;14218;0;0;1646;9425;4791;2;1646;24068.23;174444;300122;13.8;79111.21;568778.71;26828.0;13.91;1825.9;20504.54;1.0;8.9; 2212.75 ;23727.0;3.0;9.33;107218.08;787454;326954;13.62;19;14.7;23.4;83;12.6;1015.5
01/11/2021;15631;0;0;1481;10585;5044;2;1481;24856.11;176696;300698;14.07;87914.42;606916.86;26871.0;14.49;1245.28;15724.07;1.0;7.92; 2263.33 ;17441.49;3.0;12.98;116279.14;816779;327573;14.24;8.8;3.8;13.9;25;12.3;1020.7
01/12/2021;15110;0;0;1172;9815;5292;3;1172;26840.57;201245;301185;13.34;82713.91;587103.91;26877.0;14.09;1344.44;16773.13;1.0;8.02; 2393.61 ;17966.92;3.0;13.32;113292.53;823089;328066;13.76;8.4;4.2;13.2;16.1;11.7;1018.3
01/01/2022;10671;0;21;1268;5493;5176;2;1289;34123.13;258144;301010;13.22;93870.99;630350.48;26909.0;14.89;1407.45;16834.32;1.0;8.36; 0.0 ;20102.98;3.0;0;129401.57;925432;327923;13.98;1.3;-2.6;5.5;93.4;16;1019.6
01/02/2022;9136;0;23;1428;4724;4411;1;1451;28798.1;214524;302664;13.42;82440.97;558081.48;26935.0;14.77;1155.21;13427.07;1.0;8.6; -0.01 ;19907.24;3.0;0;112394.27;805940;329603;13.95;5.5;0.1;11.8;59.3;15.3;1023.3
01/03/2022;14242;0;30;1837;8707;5532;3;1867;28044.66;199047;303722;14.09;87888.79;584283.47;27112.0;15.04;1030.68;13483.49;1.0;7.64; 1797.77 ;16279.8;3.0;11.04;118761.91;813093;330838;14.61;10.1;4.7;15.8;70.3;16.5;1021
01/04/2022;13020;0;35;2123;7972;5047;1;2158;21835.25;159155;304225;13.72;76377.41;507092.44;27089.0;15.06;1217.51;15295.91;1.0;7.96; 1951.93 ;18504.42;3.0;10.55;101382.09;700048;331318;14.48;13.6;8.5;19.2;96.9;15.5;1017.1
01/05/2022;14759;0;35;2392;9651;5107;1;2427;25351.15;170955;305926;14.83;92237.46;598683.84;27116.0;15.41;1155.04;15952.37;1.0;7.24; 1821.44 ;17367.38;3.0;10.49;120565.09;802959;333046;15.02;19.6;15.1;24.7;161.7;13.6;1016.8
01/06/2022;11462;0;35;2400;6655;4806;1;2435;31225.87;225957;306848;13.82;103153.65;662205.91;27118.0;15.58;1135.92;15767.42;1.0;7.2; 2041.62 ;19763.03;3.0;10.33;137557.06;923693;333970;14.89;24.5;19.6;29.3;75.3;13.2;1015.2
01/07/2022;11851;0;33;2225;7351;4499;1;2258;37444.55;270173;307511;13.86;118231.54;730222.9;27187.0;16.19;1310.64;16624.57;1.0;7.88; 2342.32 ;24493.18;3.0;9.56;159329.04;1041514;334702;15.3;27;22.9;31.6;193.5;11.7;1015
01/08/2022;11740;0;31;2080;7409;4330;1;2111;37814.13;269036;308165;14.06;111346.94;685659.97;27184.0;16.24;1123.77;14941.58;1.0;7.52; 2071.98 ;19903.3;3.0;10.41;152356.82;989541;335353;15.4;26.4;22;31.8;61.6;11.9;1016.5
01/09/2022;10591;0;28;1881;6231;4359;1;1909;30764.97;220437;308632;13.96;94976.79;620608.78;27208.0;15.3;921.28;14665.71;1.0;6.28; 2403.25 ;24062.73;3.0;9.99;129066.29;879775;335844;14.67;22.4;17.7;27.6;57.6;12.7;1016.9
01/10/2022;10289;0;27;1842;5471;4817;1;1869;25866.01;167490;309170;15.44;96239.58;573763.39;27210.0;16.77;985.93;13776.37;1.0;7.16; 2280.89 ;23221.46;3.0;9.82;125372.42;778252;336384;16.11;14.2;9.6;19.5;70.7;13.2;1018.5
01/11/2022;10019;0;19;1257;5243;4775;1;1276;26157.9;165900;309519;15.77;88428.57;562988.96;27239.0;15.71;1257.68;16133.3;1.0;7.8; 2124.52 ;20964.52;3.0;10.13;117968.67;765987;336762;15.4;11.3;6.6;16.3;67.3;12.8;1022.1
01/12/2022;10209;0;17;1182;5365;4840;4;1199;29838.74;198260;310172;15.05;91848;576135.37;27313.0;15.94;1360.31;14813.89;1.0;9.18; 2482.76 ;26091.97;3.0;9.52;125529.81;815302;337489;15.4;4.4;-0.1;9.1;98.2;11.9;1022.2
